movie_id;movie_slug;title;production_year;release_year;genre;duration_min;coproduction_country;status;director;screenplay_author;production_company;short_synopsis;synopsis_source;approx_budget;original_language
MOV-0242;DO-2024-bano-de-mujeres;Baño De Mujeres;2024;2025;thriller;90;DO;released;José Enrique Pintor;;Regency Films 16, SRL;Johana, Lily y Marianne están disfrutando cada minuto de su escapada. Han tomado carretera para dejar de lado el estrés y absorber la vida en bocanadas. Hacen una parada técnica en una estación de carretera y todos sus planes se viran cuando, estando en el baño, Johana empieza a leer mensajes escritos en la puerta. Son de alguien pidiendo ayuda. Primero lo toma a chiste, pero al disponerse a salir, un leve susurro la detiene. Alguien le está hablando, pero allí no hay nadie. Una señal tras otra cambiará completamente la actitud de Johana. Decidida a ayudar, les cuenta a sus amigas. En principio las chicas se lo vacilan, pero luego terminan las tres envueltas en la más escalofriante trama.;caribbeancinemas;105318790;spanish
MOV-0243;DO-2025-bienaventuradas-las-que-lloran;Bienaventuradas Las Que Lloran;2025;;drama;90;DO;in_production;Victoria Linares Villegas;;Loud Alco, SRL;;pending;61575157;spanish
MOV-0244;DO-2023-boru-pelota-beisbol-lenguaje;Boru Pelota: Beisbol, El Lenguaje Que Nos Une;2023;;documentary;90;DO;in_festivals;Ronny Alexander Sosa González;;Fénix Legendario Studios, SRL;BŌRU es un documental que explora la profunda conexión cultural entre la República Dominicana y Japón, revelando historias de migración, identidad y pertenencia. A través de testimonios íntimos y experiencias reales, la película construye un puente entre dos culturas aparentemente distantes, mostrando cómo sus tradiciones, valores y aspiraciones se entrelazan en la vida cotidiana de sus protagonistas. En este viaje humano y emocional, el documental descubre un hilo invisible que une ambos mundos, dando forma a una narrativa sobre raíces, adaptación y legado.;youtube;28896550.22;spanish
MOV-0245;DO-2025-buscando-el-tureiro;Buscando El Tureiro;2025;;documentary;70;DO;unknown;Pablo Lozano;;Jicotea Films, SRL;;pending;25000000;spanish
MOV-0246;DO-2024-cabanas;Cabañas;2024;;documentary;80;DO;unknown;Jeissy Snyder José Trompiz;;Cuaba Films, SRL;;pending;25000000;spanish
MOV-0247;DO-2024-caguama;Caguama;2024;;documentary;90;DO;unknown;Francisco Ariel Mota Mota;;La Choza Films, SRL;;pending;24152084;spanish
MOV-0248;DO-2024-carnada;Carnada;2024;;documentary;70;DO;unknown;David Emmanuel Maler Baquero;;Cacine Films, SRL;;pending;25000000;spanish
MOV-0249;DO-2024-climber-paradise;Climber Paradise;2024;;documentary;85;DO;unknown;Yasser Walid Michelen Cunillera;;Vezlop Group, SRL;;pending;24839235;spanish
MOV-0250;DO-2025-codigo-z;Codigo Z;2025;;comedy;90;DO;unknown;José Ramón Alamá Núñez;;Stone Productions, SRL;;pending;74969210;spanish
MOV-0251;DO-2023-dentro-de-mi;Dentro De Mi;2023;;documentary;80;DO;unknown;Marvin Del Cid Álvarez;;Blind Eye Productions, SRL;;pending;30103617.62;spanish
MOV-0252;DO-2025-dominicana-republica-de-records;Dominicana: República De Records;2025;;documentary;90;DO;unknown;Máximo Alberto Zayas Coronado;;Timecode, SRL;;pending;17664968;spanish
MOV-0253;DO-2025-el-corazon-de-la-vega;El Corazon De La Vega;2025;;documentary;90;DO;in_festivals;Denny Feliz Núñez|Félix Limardo Serrano;;Saman Films, SRL;;pending;13700857.33;spanish
MOV-0254;DO-2024-el-legado-de-san-pedro;El Legado De San Pedro;2024;;documentary;70;DO;in_production;Pablo Lozano Hernández;;Sky Films, SRL;;pending;25000000;spanish
MOV-0255;DO-2024-silencio-sociedad-dominicana;El Silencio De La Sociedad Dominicana;2024;2025;documentary;90;DO;released;Cándido Encarnación;;Sinergia Films, SRL;;pending;23907964.05;spanish
MOV-0256;DO-2024-el-visitador;El Visitador;2024;;drama;85;DO;unknown;Alejandro Andújar;;YG Vega Pictures, SRL;;pending;74999987.68;spanish
MOV-0257;DO-2025-esperanza-sonora;Esperanza Sonora;2025;;documentary;87;DO;unknown;José Gómez De Vargas;;La Boda Films, SRL;;pending;25000000;spanish
MOV-0258;DO-2024-eugenio;Eugenio;2024;;drama;90;DO;unknown;Félix María Germán Olalla;;Mafe Films, SRL;;pending;78612370;spanish
MOV-0259;DO-2025-folklore;Folklore;2025;;documentary;90;DO;unknown;Francisco Rodríguez;;Orgullo De Quisqueya, SRL;;pending;24985112.71;spanish
MOV-0260;DO-2024-henry-molina-lider-sindical;Henry Molina: Lider Sindical Internacional;2024;;documentary;72;DO;in_festivals;Guillermo Emilio Molina;;Estandarf Films, SRL;;pending;27473270.75;spanish
MOV-0261;DO-2024-historia-musica-dom-ii;Historia De La Musica Dominicana II: La Bachata;2024;;docudrama;70;DO;unknown;Miguel Vásquez Brazoban;;Metro Films, SRL;;pending;23600319.51;spanish
MOV-0262;DO-2024-huracan;Huracán;2024;;documentary;70;DO;unknown;Iñigo Apestegui;;Duho Cinema, SRL;;pending;24998723.76;spanish
MOV-0263;DO-2024-juliqueo-dominicano;Juliqueo Dominicano;2024;;documentary;90;DO;unknown;Ramón Steven Batista Valdez;;Bohuco Films, SRL;;pending;54523833.75;spanish
MOV-0264;DO-2025-la-altagracia;La Altagracia;2025;;documentary;90;DO;unknown;Pablo José Lozano Hernández;;Sky Films, SRL;;pending;24998752;spanish
MOV-0265;DO-2024-breve-historia-punk-republica-dominicana;La Breve Historia Del Punk En La Republica Dominicana;2024;;documentary;90;DO;in_production;Juan Adrian Pucheu Perdomo;;Punk Films, SRL;;pending;28594893.43;spanish
MOV-0266;DO-2024-la-gran-oportunidad;La Gran Oportunidad;2024;;documentary;72;DO;unknown;Guillermo Emilio Molina;;RDPositiva Films Peliculas y Documentales, SRL;;pending;24595878.3;spanish
MOV-0267;DO-2024-la-historia-de-marileidy-paulino;La Historia De Marileidy Paulino;2024;;drama|biography;90;DO;unknown;Francisco Alberto Rodríguez;;Orgullo De Quisqueya, SRL;;pending;99500000;spanish
MOV-0268;DO-2023-la-ruta-reciclaje-de-la-botella;La Ruta: Reciclaje De La Botella;2023;;documentary;95;DO;unknown;Pedro Urrutia Liriano;;Radio Cadena Comercial Pictures, SRL;;pending;50000000;spanish
MOV-0269;DO-2024-la-ultima-frontera;La Última Frontera De La Exploracion Humana;2024;;documentary;85;DO;unknown;Héctor Manuel Valdez;;Vezlop Group, SRL;;pending;24881855;spanish
MOV-0270;DO-2025-la-vuelta;La Vuelta;2025;;drama;90;DO;unknown;Ronni Oscar Castillo Alcántara;;Arrayano Films, SRL;;pending;47788588.66;spanish
MOV-0271;DO-2025-las-evas;Las Evas;2025;;documentary;80;DO;unknown;Lorena Reyes|Nubia Daniela López Duran;;Hélix, SRL;;pending;23199991.14;spanish
MOV-0272;DO-2024-las-flores;Las Flores;2024;;documentary;70;DO;unknown;Katherine Díaz Fernández;;Yohima, SRL;;pending;24993749.7;spanish
MOV-0273;DO-2024-media-isla-de-equipaje;Media Isla De Equipaje;2024;;documentary;70;DO;unknown;Isabella Bretón;;Ámbar Producciones, SRL;;pending;24682863;spanish
MOV-0274;DO-2024-musica-de-guardia;Música De Guardia;2024;;docudrama;70;DO;unknown;Miguel Vásquez Brazoban;;Metro Films, SRL;;pending;23600319.51;spanish
MOV-0275;DO-2022-ninos-de-cristo;Niños De Cristo;2022;;documentary;100;DO;in_festivals;Christian Melendez Almonte;;Los Ángeles Film And TV, SRL;;pending;29610234;spanish
MOV-0276;DO-2024-sana-y-salva;Sana Y Salva;2024;;drama;100;PR;unreleased;Arí Maniel Cruz Suárez;;Bahía Carey Films, SRL;Esther, una inmigrante dominicana embarazada, llega de manera clandestina a Puerto Rico y se convierte rápidamente en objetivo de las autoridades. Obligada a huir para protegerse a sí misma y a su hijo por nacer, se cruza con Arcadio, un hombre con limitaciones intelectuales cuyo corazón generoso contrasta con la hostilidad del entorno. A medida que avanzan juntos por la isla, surge un vínculo inesperado que les brinda momentos de refugio, dignidad y conexión humana. La película retrata una alianza frágil marcada por el miedo, la compasión y la fuerza silenciosa de la solidaridad.;tamoencine;265348823;spanish
MOV-0277;DO-2021-sanky-panky-4-de-safari;Sanky Panky 4: De Safari;2021;2025;comedy;100;DO;released;Elías Acosta;;Sanky Panky 4 De Safari, SRL;Carlitos, Chelo y Genaro, trabajan en una finca cacaotera que a su vez es una fabrica de chocolate, en una una fiesta de la empresa, Carlitos, en una rifa, se saca un viaje para un safari a África, para él y dos personas más. Carlitos invita a sus dos inseparables amigos para que lo acompañen a esa gran aventura. Una vez en África, en medio de una situación, los 3 amigos se pierden por separado y cada uno llega a una tribu distinta, en donde iniciará la mayor aventura de sus vidas.;filmaffinity;98567573.38;spanish
MOV-0278;DO-2024-soy-merengue;Soy Merengue;2024;;documentary;90;DO;unknown;Eliezer De Jesús Pichardo Figueroa;;Ritmo Films, SRL;;pending;24613311.15;spanish
MOV-0279;DO-2025-su-mano;Su Mano;2025;;drama;90;DO;in_production;José Carlos Vargas;;Comparsa Films, SRL;;pending;50000000;spanish
MOV-0280;DO-2023-suenos-dorados;Sueños Dorados;2023;2025;documentary;80;DO;released;Mariano De Jesús Pichardo Figueroa;;Plan K, SRL;Este documental narra la inspiradora trayectoria de Marileidy Paulino, nuestra doble medallista olímpica y embajadora de la marca Popular, hacia los Juegos Olímpicos de Paris 2024, utilizando testimonios de las personas más cercanas a ella y relatando su historia, la de su familia, sus orígenes y sus triunfos.;caribbeancinemas;48551897;spanish
MOV-0281;DO-2025-oda-a-la-vaca;Oda A La Vaca;2025;;documentary;85;DO;in_production;José Ramón Alamá Núñez;José Ramón Alamá Núñez;Godraniss Group, SRL;;pending;24902957;spanish
MOV-0282;DO-2025-origen-apellidos-dominicanos;Origen De Los Apellidos Dominicanos;2025;;documentary;72;DO;in_production;Miguel Vásquez Brazoban;Miguel Vásquez Brazoban;Metro Films, SRL;;pending;23345239.47;spanish
MOV-0283;DO-2022-palo;Palo;2022;;docufiction;90;DO;in_production;Juan Alexander De Los Santos Viola;Cristian Mojica Espinal|Juan Alexander De Los Santos Viola;Prende y Entiende Films, SRL;;pending;38029679;spanish
MOV-0284;DO-2025-rio-blanco;Rio Blanco;2025;;documentary;90;DO;in_production;Lorena Aibet Reyes Toribio;Amin Abel Hernández Lapaix|Lorena Aibet Reyes Toribio;Hélix, SRL;;pending;24997669.11;spanish
MOV-0285;DO-2025-superpoblado;Superpoblado;2025;;drama;90;DO;in_production;Miguel Vásquez Brazoban;Miguel Vásquez Brazoban;Metro Films, SRL;;pending;58577787.6;spanish
MOV-0286;DO-2024-veteranos-patria-y-legado;Veteranos: Patria Y Legado;2024;;documentary;90;DO;in_production;José Félix Pérez Correa;José Félix Pérez Correa;Joyadise, SRL;;pending;24486166.11;spanish
MOV-0287;DO-2025-alzados;Alzados;2025;;drama;75;DO;in_production;Félix María Germán Olalla;Félix María Germán Olalla;Mafe Films, SRL;;pending;58733299;spanish
MOV-0288;DO-2025-antologia-dulce-dominicano;Antologia Del Dulce Dominicano;2025;;documentary;85;DO;in_production;Hector Manuel Valdez Martínez;José Ramón Alamá Núñez;Vezlop Group, SRL;;pending;24325476;spanish
MOV-0289;DO-2025-aporte-merengue-dominicano;Aporte Patriótico Del Merengue Dominicano;2025;;documentary;90;DO;in_production;Máximo Euripides Cabral Jiménez;Máximo Euripides Cabral Jiménez;Anbeca Films, SRL;;pending;22382474.57;spanish
MOV-0290;DO-2025-archipielago;Archipielago;2025;;drama;90;DO;in_production;Israel Cardenas Ramírez|Laura Amelia Guzmán Conde;Israel Cardenas Ramírez;Producciones Guayacanes 017, SRL;;pending;45016160;spanish
MOV-0291;DO-2025-arrecifes-en-el-precipicio;Arrecifes En El Precipicio;2025;;documentary;85;DO;in_production;Juan Mejía Botero|Eladio Fernández;Jacob Wayne Kheel|Freddy Arturo Ginebra|Juan Mejía Botero;Tarasios Investments, SRL;;pending;24827178.67;spanish
MOV-0292;DO-2023-artesanos-artifices-de-suenos;Artesanos Artifices De Sueños;2023;;documentary;90;DO;in_production;Josías Domínguez;Eleuterio Silverio;La Flor De Auyama Films, SRL;;pending;44337459.37;spanish
MOV-0293;DO-2025-buena;Buena;2025;;melodrama|comedy|fantasy;90;DO;in_production;Kevin Kittle;María Delina Jorge León;Jugando Roles, SRL;;pending;74997414;spanish
MOV-0294;DO-2025-caminar-con-un-duende;Caminar Con Un Duende;2025;;documentary;70;DO;in_production;José María Cabral González;José María Cabral González;Grupo Trukemer, SRL;;pending;24065233;spanish
MOV-0295;DO-2025-cimarron;Cimarron;2025;;documentary;90;DO;in_production;Eladio Miguel Fernández Rodríguez;Claudia Galeano Fores|Eladio Miguel Fernández Rodríguez;En Olla Media, SRL;;pending;22928312.74;spanish
MOV-0296;DO-2024-comemierda;Comemierda;2024;;drama;90;DO;in_production;José María Cabral González;Natalia Peralta|Miguel Yarull|José María Cabral González;Producciones Guayacanes 015, SRL;;pending;74875470;spanish
MOV-0297;DO-2025-dando-pelo;Dando Pelo;2025;;documentary;80;DO;in_production;Nelson Eric González Santana;Nelson Enric González Santana|Miguel Alfredo Yarull Sánchez;Game Time Films, SRL;;pending;17002305;spanish
MOV-0298;DO-2025-david-el-rey-escogido;David El Rey Escogido;2025;;animation;90;DO;in_production;Jean Gabriel Guerra Vega;Miguel Alfredo Yarull Sánchez;Rey David La Pelicula, SRL;;pending;84969210;spanish
MOV-0299;DO-2025-de-tal-palo-tal-astilla;De Tal Palo, Tal Astilla;2025;;comedy;90;DO;in_production;Francisco Ernesto Perozo Balbuena;Victor Antonio Luciano Luciano|Miguel Alcibiades Alcántara Marrero|Tomy Alexander Ogando Oliveres|Miguel Alfredo Yarull Sánchez;Regency Films 15, SRL;;pending;74999267;spanish
MOV-0300;DO-2025-el-ano-del-eclipse;El Año Del Eclipse;2025;;documentary;90;US;in_production;William Frederick Cody;Wendy Virginia Muñiz Espinal|William Frederick Cody;Viewfinder, SRL;;pending;29117211.39;spanish
MOV-0301;DO-2024-el-camino-de-sanar;El Camino De Sanar;2024;;documentary;90;DO;in_production;Nelson Eric González Santana;Miguel Yurull Sánchez;Game Time Films, SRL;;pending;25000000;spanish
MOV-0302;DO-2023-el-misterio-del-caribe;El Misterio Del Caribe;2023;;mystery;90;DO;in_production;Esteban Martin;Félix Amado Rosario Viñals|Esteban Martin;Almafuerte Cine 001, SRL;;pending;101500000;spanish
MOV-0303;DO-2024-el-protocolo;El Protocolo;2024;;drama;90;DO;in_production;Pablo José Lozano Hernández;Pablo José Lozano Hernández;Boleca Films, SRL;;pending;79932213;spanish
MOV-0304;DO-2025-el-sonador;El Soñador;2025;;drama;90;US;in_production;Bienvenido Alfonso Rodríguez Zorrilla;Bienvenido Alfonso Rodríguez Zorrilla;Xepinon Investment, SRL;;pending;169996057;spanish
MOV-0305;DO-2024-frank-y-ana;Frank Y Ana;2024;;thriller;86;DO;in_production;Fernando Rafael Blanco Rivas;Fernando Rafael Blanco Rivas;;;pending;73734632.26;spanish
MOV-0306;DO-2025-guardianes-de-miches;Guardianes De Miches;2025;;documentary;70;DO;in_production;Ramón Arturo Herrera Rijo;Ramón Arturo Herrera Rijo;La Claqueta FS, SRL;;pending;24160012.47;spanish
MOV-0307;DO-2025-guloya;Guloya;2025;;documentary;70;DO;in_production;César Gilberto Amado López;César Gilberto Amado López;Duho Cinema, SRL;;pending;24994524.04;spanish
MOV-0308;DO-2025-guloya-llegada-ancestros;Guloya Llegada De Los Ancestros;2025;;documentary;90;DO;in_production;Francisco Ariel Mota Mota;Francisco Ariel Mota Mota;Orgullo De Quisqueya, SRL;;pending;25000000;spanish
MOV-0309;DO-2025-hijo-por-hijo;Hijo Por Hijo;2025;;action;85;DO;in_production;Juan Ignacio Avella;Juan Ignacio Avella;POQ Films, SRL;;pending;46000000;spanish
MOV-0310;DO-2025-hubris-trujillo-1956-1960;Hubris Trujillo 1956-1960;2025;;documentary;110;DO;in_production;Pablo José Lozano Hernández;Edwin Esteban Santana García;Sky Films, SRL;;pending;25000000;spanish
MOV-0311;DO-2025-jenny;Jenny;2025;;documentary;90;DO;in_production;Natalia Cabral Sosa;Natalia Cabral Sosa|Oriol Estrada Martos;Laberinto Films, SRL;;pending;24853989.4;spanish
MOV-0312;DO-2025-la-boca-del-infierno;La Boca Del Infierno;2025;;horror;90;DO;in_production;Felipe Vargas;Felipe Vargas;SR11 Films, SRL;;pending;87998885;spanish
MOV-0313;DO-2025-la-cumbre-asfalto-y-pasion;La Cumbre Asfalto Y Pasión;2025;;documentary;90;DO;in_production;Nelson Eric González Santana;Miguel Alfredo Yarull Sánchez;Game Time Films, SRL;;pending;24993831;spanish
MOV-0314;DO-2025-gran-oportunidad-nueva-sociedad;La Gran Oportunidad Una Nueva Sociedad;2025;;documentary;72;DO;in_production;Guillermo Molina Mueses;Luis Emilio Molina Peña;RDPositiva Films Peliculas y Documentales, SRL;;pending;24640179.54;spanish
MOV-0315;DO-2023-la-hoguera;La Hoguera;2023;;thriller;90;ES;in_production;Iñigo Apestegui Barderas;Iñigo Apestegui Barderas;Zumaia 01, SRL;;pending;90077810;spanish
MOV-0316;DO-2025-la-nina-que-salvo-la-navidad;La Niña Que Salvó La Navidad;2025;;comedy;90;DO;in_production;Héctor Manuel Valdez;José Ramón Alamá Núñez|Luis Gustavo Arambilet Díaz;Ingenio Lateral, SRL;;pending;66952525;spanish
MOV-0317;DO-2025-la-voz-del-autista;La Voz Del Autista;2025;;documentary;70;DO;in_production;Sarah Pérez Báez;Sarah Pérez Báez|Fermíin Pérez Báez;Purpleline Productions, SRL;;pending;22457451;spanish
MOV-0318;DO-2025-los-rechazados-2-mision-espacial;Los Rechazados 2: Mision Espacial;2025;;fiction;90;DO;in_production;Yasser Michelen;José Ramón Alamá;Yuttam Group, SRL;;pending;72496849;spanish
MOV-0319;DO-2025-los-reyes-de-puerto-plata;Los Reyes De Puerto Plata;2025;;documentary;70;DO;in_production;Pablo José Lozano Hernández;Pablo José Lozano Hernández;Vfilms 2, SRL;;pending;25000000;spanish
MOV-0320;DO-2024-medias-hermanas;Medias Hermanas;2024;2025;comedy;90;DO;in_production;José Enrique Pintor;Kendy Yanoreth Calcaño;Carula Films, SRL;En el “solemne” velorio de su padre y de manera muy escandalosa, Victoria, una mujer neuróticamente cómica, se entera que tiene una media hermana, Yoli, de cuya existencia no tenía ni la menor idea. Yoli, una chica de barrio bien plantada e irreverente que siempre supo de esta hermana, espera, ante la muerte de su padre, que ahora puedan conocerse y ser familia. Desequilibrada y controladora, Victoria rechaza a Yoli a carta cabal. Lo hace hasta que, por un engaño de Román, su esposo, se ve obligada a vender la encantadora casa de playa que les dejó su padre. Yoli aprovecha la circunstancia y en su jerga barrial acepta vender la casa, con una condición: que ambas pasen allí juntas el fin de año.;filmaffinity;105000000;spanish
MOV-0321;DO-2025-mi-pedro;Mi Pedro;2025;;documentary|biography;90;DO;in_production;Angélica MaríaNoboa Pagan;Angélica MaríaNoboa Pagan;Poncho Morado Films, SRL;;pending;24725987;spanish
