movie_id;movie_slug;title;production_year;release_year;genre;duration_min;coproduction_country;status;director;screenplay_author;production_company;short_synopsis;synopsis_source;approx_budget;original_language
MOV-0144;DO-2023-milloneta-el-regreso;Milloneta El Regreso;2023;;drama;90;DO;in_production;Ingrid Cruz Espinal;;Hannah Films, SRL;;pending;64850769.5;spanish
MOV-0145;DO-2022-milly;Milly;2022;2026;drama|musical;90;DO;released;Claudia Leticia Tonos Paniagua|Félix Amado Rosario Viñals;;Producciones Línea Espiral, SRL;Un musical vibrante y emotivo inspirado en la vida de la icónica dominicana Milly Quezada. De niña, huye de la guerra civil en su país y emigra a Estados Unidos, llegando al corazón de Washington Heights en la década de 1970, un barrio que vibraba con ritmo, resiliencia y la energía del boom latino. Inmersa en este nuevo mundo, Milly emprende un poderoso viaje de autodescubrimiento, persiguiendo sus sueños y encontrando su propia voz, hasta convertirse en una de las mujeres más influyentes de la historia de la música latina y la aclamada Reina del Merengue.;youtube;128819823;spanish
MOV-0146;DO-2022-minotauro;Minotauro;2022;;drama;110;ES;unknown;Julio Medem Lafont;;Batú Films, SRL;;pending;153894083;spanish
MOV-0147;DO-2022-morena;Morena;2022;;drama;90;DO;unknown;Desirée Díaz Silva;;Boca Roja Films, SRL;;pending;73957343.69;spanish
MOV-0148;DO-2023-nieta-de-mi-abuela;Nieta De Mi Abuela;2023;2026;documentary;75;DO;released;Tatiana Fernández Geara;;Cine Carmelita, SRL;“No termines sola como yo.” Esta súplica expresada por su abuela antes de morir persigue a Tatiana, una cineasta documentalista soltera de 40 años. Llena de preguntas sobre lo que significa “no terminar sola”, Tatiana explora la vida de su abuela Teresa: una mujer imponente que fue dueña de un icónico cine, se divorció tres veces y desafió las normas sociales dominicanas de su época. La cineasta emprende un viaje a través de archivos familiares, películas antiguas y cientos de cartas, construyendo —o intentando deconstruir— una historia sobre el amor, las expectativas y la soledad.;filmaffinity;11400028.17;spanish
MOV-0149;DO-2019-no-me-conoces;No Me Conoces;2019;2023;documentary;90;DO;released;Nashla Bogaert Rosario;;Cacique Productions, SRL;Un documental sobre la identidad dominicana, y los prejuicios y el miedo que la sujetan.;imdb;44074198;spanish
MOV-0150;DO-2022-nuestra-tierra;Nuestra Tierra;2022;;documentary;80;DO;unknown;Ronny Alexander Sosa González;;Fénix Legendario Studios, SRL;;pending;29551415.15;spanish
MOV-0151;DO-2022-operacion-marruecos;Operación Marruecos;2022;;dark comedy;90;DO;unknown;Josías Domínguez;;Frontera Films, SRL;;pending;68998422.72;spanish
MOV-0152;DO-2022-origen;Origen;2022;;documentary;70;DO;unknown;Pablo José Lozano Hernández;;Cocu Films, SRL;;pending;30132636.93;spanish
MOV-0153;DO-2022-perez-rodriguez;Pérez Rodríguez;2022;2023;drama;88;DO;released;Humberto Tavárez;;Producciones Guayacanes 008, SRL;Una historia sobre la dominicanidad y el sinsentido de los lazos familiares, contada a través de tres celebraciones, exponiendo las idiosincrasias y secretos de la familia Pérez Rodríguez.;filmaffinity;84852839;spanish
MOV-0154;DO-2022-pico-duarte;Pico Duarte;2022;2025;documentary;90;DO;released;Arturo Emilio García Dickson;;Monte Sereno Films, SRL;Muestra la relación que tiene el Pico Duarte con la conformación de la conciencia medioambiental colectiva del pueblo dominicano, y como las zonas que rodean la montaña juegan un rol fundamental para la conservación de la biodiversidad y cuencas importantes de agua en el país.;cinemadominicano;48592045;spanish
MOV-0155;DO-2022-primu;Primu;2022;;action|drama;100;DO;unknown;Tabaré Blanchard Alburquerque;;LVS1, SRL;En el sur de República Dominicana, una vieja feudo chispa en una familia de tenderos, cuyos ejércitos repartidores compiten por controlar el recurso más valorado alrededor: el frío.;imdb;103646476;spanish
MOV-0156;DO-2022-reinas;Reinas;2022;;documentary;90;DO;unknown;Dulcita Lieggi Francisco;;Agridulce Audiovisual, SRL;;pending;18017326.08;spanish
MOV-0157;DO-2022-sola-a-los-40;Sola A Los 40;2022;2023;comedy|romance;90;DO;released;Ángel Muñiz Patin;;Películas Hechas A Mano, SRL;Una viuda de 44 años intenta encontrar un nuevo romance a pesar de la oposición celosa de su hija.;imdb;52931874.4;spanish
MOV-0158;DO-2022-sugar-island;Sugar Island;2022;2025;docufiction;90;DO;released;Johanne Gómez Terrero;;Guasábara Cine, SRL;La mecanización de la industria azucarera amenaza con desplazar a los trabajadores. Makenya, una adolescente con un embarazo no deseado, acompaña a su abuelo cañero en las protestas para ser indemnizados. El proceso de gestación es el viaje hacia la adultez. Una serpiente que representa lo misterioso guía a Makenya para que abrace tanto su poder terrenal como su conciencia multidimensional, navegando el reino de lo imposible.;filmaffinity;69999682.12;spanish
MOV-0159;DO-2022-teacher-mechy;Teacher Mechy;2022;2023;comedy;90;DO;released;Francisco Ernesto Perozo Balbuena;;Teacher Films, SRL;Tras años en Nueva York, Mercedes, una profesora muy trabajadora, regresa a la República Dominicana y consigue un trabajo para enseñar danza moderna en una escuela de clase alta, sin saber nada de danza moderna.;imdb;84999900;spanish
MOV-0160;DO-2022-tercera-edad;Tercera Edad;2022;2024;comedy;93;DO;released;Alcibíades López Castillo;;Tercera Edad Films, SRL;Dos viejos amigos se matriculan en una universidad para adultos, en busca de aventura, amor y diversión. ¿Qué podría salir mal?;filmaffinity;93852934;spanish
MOV-0161;DO-2019-the-cabin;The Cabin;2019;;thriller;93;DO;unknown;Juan Matías Moltrasio;;Gapo Productions, SRL;;pending;67683024;spanish
MOV-0162;DO-2022-tigueraje;Tigueraje;2022;2026;drama;90;DO;released;José María Cabral González;;Grupo Trukemer, SRL;Un grupo de adolescentes varones son reclutados por sus padres para un campamento de entrenamiento para convertirse en estafadores, “Tigueres” dominicanos. Alberto es el entrenador principal de este campamento y decide que ha llegado el momento de que su hijo Pablo se una al grupo.;youtube;68036536;spanish
MOV-0163;DO-2022-una-nueva-cultura-dominante;Una Nueva Cultura Dominante;2022;;documentary;150;DO;in_production;Antonio Cadenas;;Elefante Film;;pending;39949849.9;spanish
MOV-0164;DO-2023-una-ola-a-la-vez;Una Ola A La Vez;2023;;documentary;70;DO;in_production;Iván Aybar;;Anp Films 02, SRL;;pending;20719148.69;spanish
MOV-0165;DO-2023-urbano;Urbano;2023;;comedy;90;DO;unknown;Francisco De Jesús Disla;;Bomberos Films, SRL;;pending;84997237.68;spanish
MOV-0166;DO-2022-valientes;Valientes;2022;;documentary;80;DO;unknown;Joan Andrés Espino Campos;;Caktus Films, SRL;;pending;20678310.27;spanish
MOV-0167;DO-2022-victor;Victor;2022;;drama|sport;84;DO;unknown;Ronni Castillo;;Boleca Films, SRL;;pending;98636570;spanish
MOV-0168;DO-2022-zafari;Zafari;2022;2025;drama;95;PE;released;Mariana Josefina Rondón García;;Selene Films Management, SRL;En un pequeño zoológico, los vecinos de clases sociales enfrentadas festejan la llegada de Zafari, el hipopótamo. Ana, Edgar y su hijo Bruno observan todo desde la ventana de su edificio de clase alta en decadencia. En medio de la escacez de alimentos, agua y luz, Ana recolecta comida en los apartamentos abandonados, mientras la familia encuentra un modo de huir. Pero extraños sonidos en los pasillos la atemorizan cada vez más. En un mundo cada vez más salvaje, Zafari es el único que aún tiene suficiente comida.;youtube;35000000;spanish
MOV-0169;DO-2024-500-anos-despues;500 Años Despues;2024;;documentary;90;DO;unknown;Gustavo Fallas Vargas;;Bahía Carey Films, SRL;;pending;67679986;spanish
MOV-0170;DO-2023-1998-el-rumor;1998: El Rumor;2023;;documentary;70;DO;unknown;Freddy Jiménez|Elsa Turull Maldonado De Alma;;Larimar Services, SRL;;pending;39994613.7;spanish
MOV-0171;DO-2023-a-la-hora-exacta;A La Hora Exacta;2023;;drama|action;90;DO;unreleased;Robert Cornelio Torres;;Imagen 3, SRL;;pending;39609367.79;spanish
MOV-0172;DO-2024-a-marte;A Marte;2024;;drama;95;DO;unknown;Francisco Adolfo Valdez Collado;;Mostly 001, SRL;;pending;55010384.97;spanish
MOV-0173;DO-2023-a-simple-vista;A Simple Vista;2023;2025;documentary;70;DO;released;Isabella Bretón Bonilla;;A Simple Vista Producciones, SRL;;pending;37979533.77;spanish
MOV-0174;DO-2024-acorde-final;Acorde Final;2024;;drama;80;DO;in_festivals;Ángel Alberto Muñiz Patin;;Las Pato Films, SRL;;pending;62794147.39;spanish
MOV-0175;DO-2020-a-veces-grito;A veces Grito;2020;;drama;90;DO;in_production;César Enrique De Jesús Rodríguez Hernández;;Luna Negra, SRL;;pending;47644731.73;spanish
MOV-0176;DO-2023-bachatas-urbanas;Bachatas Urbanas;2023;;documentary;90;DO;unknown;Pedro Ángel López;;Xiguayo Films, SRL;;pending;55209588.86;spanish
MOV-0177;DO-2023-bajo-el-mismo-sol;Bajo El Mismo Sol;2023;;drama;90;DO;in_festivals;Ulises Porra Guardiola;;Alta Isla Films, SRL;En este drama histórico cargado de emoción y con gran resonancia política, un colono español, su compañero chino y un exsoldado haitiano trabajan juntos para introducir la producción de seda de alta calidad en La Española a principios del siglo XIX.;webpage;98050205.6;spanish
MOV-0178;DO-2022-ballet-dominicano;Ballet Dominicano;2022;;documentary;90;DO;unknown;Oliver Olivo Batista;;POB Films, SRL;;pending;46000000;spanish
MOV-0179;DO-2024-buscando-a-colon;Buscando A Colón;2024;;documentary;85;DO;unknown;Héctor Manuel Valdez Martínez;;Ingenio Lateral, SRL;;pending;42118011;spanish
MOV-0180;DO-2023-churriwood-canta-y-no-llores;Churriwood: Canta Y No Llores;2023;2024;comedy;85;DO;released;Félix Sabroso;;Churriwood, SRL;Una familia de mujeres compuesta por Pepa, la matriarca (Consuelo Duval), Beli, la artista (Michelle Rodríguez) y su hija Lucía (Patricia Maqueo), viven junto a Toni (Paco Rueda), hijo de Pepa y hermanastro de Beli. La familia maneja un food truck de tacos para ganarse la vida, donde van cocinando inquietudes artísticas y frustraciones cotidianas.;filmaffinity;84791232;spanish
MOV-0181;DO-2021-colosal;Colosal;2021;;documentary;70;DO;in_festivals;Nayibe Annette Tavares Abel;;Tavab, SRL;A través de las historias personales, Colosal revela los altibajos de un país marcado por las elecciones, la corrupción y los movimientos sociales. Mientras se enfrentan a sus propias batallas, los miembros de la familia buscan comprender el impacto del poder, la resistencia y la búsqueda de justicia en un entorno donde el cambio parece siempre incierto. ;youtube;27543352.43;spanish
MOV-0182;DO-2023-cosas-menores;Cosas Menores;2023;;drama;83;DO;unknown;Laura Amelia Guzmán;;Producciones Guayacanes 010, SRL;;pending;89641537;spanish
MOV-0183;DO-2022-del-olor-de-las-nubes;Del Olor De Las Nubes;2022;;drama;90;DO;in_festivals;Juan José Namnún Tavárez;;No Al Averno Producciones, SRL;Un pintor que se recupera de una crisis creativa cae en un conflicto entre su nueva musa inspiradora y su esposa/gerente.;imdb;75139640.11;spanish
MOV-0184;DO-2023-duarte-con-paris;Duarte Con Paris;2023;;documentary;80;DO;unknown;Iván Herrera;;Onice Films, SRL;;pending;31478666.9;spanish
MOV-0185;DO-2023-el-ascenso;El Ascenso;2023;;documentary;90;DO;unknown;Fernando Rivas;;Grapita Films, SRL;;pending;51000000;spanish
MOV-0186;DO-2023-el-buen-vivir-2;El Buen Vivir 2;2023;;documentary;80;DO;unknown;Iván Aybar;;Stone Productions, SRL;;pending;38019682;spanish
MOV-0187;DO-2024-el-diablo-no-duerme-en-su-cama;El Diablo No Duerme En Su Cama;2024;;dark comedy;95;DO;unknown;Amauris Pérez;;Cotorra Films, SRL;Las tensiones surgen entre dos familias cuando una joven pareja se da cuenta de que sus padres también eran pareja en el pasado.;imdb;69476165.26;spanish
MOV-0188;DO-2023-el-heredero;El Heredero;2023;2024;comedy;90;DO;released;José Pintor;;Cacine Films, SRL;Una familia con graves problemas de endeudamiento se encuentra entre un acreedor abusivo y un sobrino con una cuantiosa herencia.;filmaffinity;106174091;spanish
MOV-0189;DO-2023-el-mangu;El Mangu;2023;;documentary;85;DO;unknown;Gabriel Lantigua;;Imbexford Global Group, SRL;;pending;43113665.79;spanish
MOV-0190;DO-2022-el-mundo-secreto-de-marina;El Mundo Secreto De Marina;2022;;drama;90;ES|MX;in_production;Beatriz Cristina Bouras Arnal;;Colonial Films, SRL;;pending;84661668.74;spanish
MOV-0191;DO-2022-el-nacimiento-de-iberoamerica;El Nacimiento De Iberoamerica;2022;;documentary;70;DO;unknown;Belén Rodríguez;;1576 Films, SRL;;pending;50400000;spanish
MOV-0192;DO-2023-el-naturalista-isleno-2;El Naturalista Isleño 2;2023;;documentary;90;DO;in_production;Eladio Fernández Rodríguez;;Naturalista Media, SRL;;pending;34477228.48;spanish
MOV-0193;DO-2023-el-padrino;El Padrino;2023;2025;documentary;95;DO;released;Pablo Lozano Hernández;;Sky Films, SRL;;pending;39151543;spanish
MOV-0194;DO-2023-emergiendo;Emergiendo;2023;;documentary;95;DO;in_festivals;Augusto Guerrero Abreu;;Emergiendo Films, SRL;;pending;46991126;spanish
MOV-0195;DO-2023-en-busca-de-un-sueno;En Busca De Un Sueño;2023;;docudrama;70;DO;unknown;Lizeth Barrantes Figueroa;;Barrantes Films, SRL;;pending;19209677.87;spanish
MOV-0196;DO-2023-ercilia-pepin;Ercilia Pepin;2023;;documentary;80;DO;in_festivals;Máximo Euripides Cabral Jiménez;;Pimali Films, SRL;La vida de la maestra dominicana, patriota y activista Ercilia Pepín.;imdb;38278409.79;spanish
MOV-0197;DO-2023-futbol-desde-el-corazon;Futbol Desde El Corazón;2023;;documentary;90;DO;in_festivals;Nelson Eric González Santana;;Game Time Films, SRL;La historia del fútbol dominicano, y el trabajo social realizado a través de él.;imdb;45691486;spanish
MOV-0198;DO-2023-historia-musica-dom-i;Historia De La Musica Dominicana I (El Merengue);2023;;docudrama;90;DO;unknown;Miguel Vásquez Brazoban;;Metro Films, SRL;;pending;59679793.52;spanish
MOV-0199;DO-2023-historia-musica-dom-iii;Historia De La Musica Dominicana III (La Industria Urbana);2023;;docudrama;90;DO;unknown;Miguel Vásquez Brazoban;;Metro Films, SRL;;pending;59217423.36;spanish
MOV-0200;DO-2023-jaime-colson-renovarse-o-morir;Jaime Colson: Renovarse o Morir;2023;;documentary;70;DO;unreleased;Gina Giudicelli|Elsa Turull Maldonado De Alma;;Larimar Services, SRL; Esta película es una indagación sobre el   pintor  Jaime Colson , figura fundamental de la plástica y la cultura dominicana , es a la vez la documentación de su figura y sus huellas artística.;youtube;39926848;spanish
MOV-0201;DO-2023-juan-canela;Juan Canela;2023;;docufiction;80;DO;unknown;Yoel Báez Morales;;La Boda Films, SRL;;pending;54145112.97;spanish
MOV-0202;DO-2024-kika-y-nito;Kika Y Nito;2024;;documentary;70;DO;unknown;José Manuel Taveras|Elsa Turull;;Larimar Services, SRL;;pending;38117316.63;spanish
MOV-0203;DO-2024-kiki-y-kiki;Kiki Y Kiki;2024;;drama;70;DO;in_festivals;Humberto Tavárez;;Producciones Guayacanes 014, SRL;;pending;67998354;spanish
MOV-0204;DO-2023-la-42;La 42;2023;2025;documentary;90;DO;released;José María Cabral González;;Grupo Trukemer, SRL;En una vibrante calle dominicana, bailarines y artistas persiguen la fama mientras luchan contra la opresión policial. Su expresión cruda y espíritu rebelde crean un choque electrizante entre cultura, autoridad y libertad artística.;cinemadominicano;43891267;spanish
MOV-0205;DO-2023-la-batalla-de-los-angeles;La Batalla De Los Angeles;2023;2026;drama;75;DO;released;Félix María Germán Olalla;;Mafe Films, SRL;Una violencia desenfrenada se ha apoderado del mundo. Una familia de sobrevivientes, recorren pueblos y ciudades con el féretro de García Lorca, el poeta asesinado, realizando una misteriosa y desgarradora representación que evoca el amor y la paz. Recomponiéndose después de haber sido diezmados por sus enemigos, se encuentran en una playa y retoman el camino hacia la ciudad, donde un ejército despiadado y salvaje que tiene como lema “Que viva la muerte”, los espera. Amar el terror anticuado y romántico es lo que hace de sus métodos de tortura algo aterrador. En cada lugar, crueles asesinos los esperan para convencerlos de rendirse y doblegar su fe, o crucificarlos. Mientras la familia se enfrenta a sus miedos y conflictos entre sí, su misión de coraje y sacrificio, es el último recurso para salvar a la humanidad del caos y su propia destrucción. ;youtube;68899931;spanish
MOV-0206;DO-2024-la-chercha;La Chercha;2024;;comedy;81;DO;unknown;Ramón Arturo Herrera Rijo;;Joyadise, SRL;;pending;16985583.33;spanish
MOV-0207;DO-2022-la-conquista-de-un-recluso;La Conquista De Un Recluso;2022;;drama;80;DO;unknown;Sandro Sepúlveda Montero;;Yohima, SRL;Un joven aterriza en la cárcel a pesar de intentar dejar atrás su oscuro pasado. Un año después, ha logrado un liderazgo que puso en peligro su vida.;imdb;29989039.81;spanish
MOV-0208;DO-2023-la-corta-vida-de-las-flores;La Corta Vida De Las Flores;2023;2026;comedy|drama;80;DO;released;Pablo Lozano;;Producciones Guayacanes 011, SRL;Rommel y Roxanna han construido una vida llena de creatividad, rodeados de música y flores. Ahora, en la mediana edad, se encuentran a las puertas de una nueva etapa al prepararse para recibir a su primer hijo. Pero durante una sesión rutinaria con su doula, un recuerdo largamente enterrado ensombrece su pasado y los obliga a cuestionar los cimientos de su relación. ¿Se enamoraron por verdadero afecto o fue solo un giro del destino? A medida que se desdibujan los límites entre la memoria, la verdad y el amor, Rommel y Roxanna deben confrontar su historia compartida para decidir qué tipo de futuro desean para su familia.;caribbeancinemas;70200000;spanish
MOV-0209;DO-2022-la-novia-del-atlantico;La Novia Del Atlántico;2022;;drama;90;DO;unreleased;Vicente Peñarrocha;;Latino Films, SRL;;pending;98601604.06;spanish
MOV-0210;DO-2024-la-pelicula-de-mi-tio;La Pelicula De Mi Tio;2024;;drama;90;DO;in_production;Rosa Natalia Cabral Sosa;;Faula Films, SRL;Julia anhela seguir los pasos de su ídolo, Pier Paolo Pasolini. Sin embargo, su situación familiar se complica cuando su madre pierde su trabajo, lo que lleva a Julia a acercarse a su tío Kennedy -antiguo productor de comedias populares con un solo éxito en su carrera- en busca de ayuda en el mundo del cine. A pesar de su rencor hacia él por haber estado ausente en su infancia y considerarlo un impostor, decide trabajar con él para ayudar a su familia.;webpage;84499765;spanish
MOV-0211;DO-2024-las-flores-del-eden;Las Flores Del Eden;2024;;documentary;90;DO;unknown;Pablo José Lozano Hernández;;Lopasa Comercial, SRL;;pending;24916256;spanish
MOV-0212;DO-2023-las-jefas;Las Jefas;2023;;documentary;95;DO;unknown;Rafael Brito;;Fogón Films, SRL;;pending;55797743.77;spanish
MOV-0213;DO-2023-mama-ninon;Mama Ninon;2023;;documentary;90;DO;unknown;Eudys Jesús Cordero Ramírez;;Reen Films, SRL;;pending;26026507.44;spanish
MOV-0214;DO-2023-marcas-emblematicas-2;Marcas Emblematicas 2;2023;;documentary;95;DO;unknown;Pablo Lozano Hernández;;Sky Films, SRL;;pending;37622486;spanish
MOV-0215;DO-2023-me-caso-con-tu-ex;Me Caso Con Tu Ex;2023;2024;comedy;85;DO;released;Alcibiades López Castillo;;Me Caso Con Tu Ex Films, SRL;Un hombre reúne a sus viejos amigos para presentarles a su prometida, quien por casualidad resulta ser el ex de uno de ellos. El caos sobreviene.;imdb;99186245;spanish
MOV-0216;DO-2023-melodrama;Melodrama;2023;;drama;92;DO;in_festivals;Andrés Farías Cintron;;Producciones Guayacanes 009, SRL;Sonia, una viuda dominicana, se ve obligada a vender la casa de toda su vida para mudarse a un pequeño apartamento frente al Mar Caribe. La transición la abruma, pero todo cambia cuando conoce a Aimé, el obrero haitiano que trabaja en el edificio vecino bajo construcción. Casi al instante, Sonia y Aimé entablan una fuerte conexión, y comienzan una relación amorosa a la cual todos se opondrán. Con la oportunidad de un nuevo comienzo, Sonia deberá decidir si hacerle caso a su corazón o rendirse ante la presión de la sociedad. ;youtube;84999202;spanish
MOV-0217;DO-2019-mi-les-paul;Mi Les Paul;2019;;comedy|romance;90;DO;in_festivals;Francisco Adolfo Valdez Collado;;Soluciones Dricarvac, SRL;" Andrés llega al departamento de Natalia para recuperar su antigua guitarra, pero el encuentro rápidamente reabre viejas heridas que ninguno de los dos ha querido encarar. Lo que comienza como un simple trámite se transforma en una reunión explosiva, donde las emociones reprimidas emergen con fuerza: rencor, anhelo, sentimiento de culpa; y la línea que separa el amor del dolor se vuelve borrosa. La guitarra se convierte en un catalizador, lanzándolos a una confrontación tan brutal como reveladora. Presos entre el impulso de lastimar y la necesidad de ser entendidos, caen en una espiral de vulnerabilidad, manipulación y destellos de humor inesperado, revelando el daño que se han infligido mutuamente, y a sí mismos. Finalmente, alcanzan un incómodo instante de lucidez, que los obliga a enfrentarse no solo a su pasado en común, sino también a las verdades que han estado eludiendo hasta ahora. ";youtube;55736970;spanish
MOV-0218;DO-2024-miriam-cruz;Miriam Cruz;2024;;docufiction;90;DO;unknown;Giancarlo Beras Goico Mejía;;Timecode, SRL;;pending;65826116;spanish
MOV-0219;DO-2023-molecula;Molécula;2023;;documentary;90;DO;unknown;Oriol Estrada Martos;;Faula Films, SRL;;pending;34488971.96;spanish
MOV-0220;DO-2023-mr-optimus;Mr Optimus;2023;;documentary;70;DO;unknown;Mariel Aponte Alburquerque;;Vianico Films, SRL;;pending;42900000;spanish
MOV-0221;DO-2023-ninas-escarlata;Niñas Escarlata;2023;;documentary;80;DO;in_festivals;Paula Cury Melo;;Cristal Cine, SRL;¿Qué significa ser mujer en un país donde el aborto es penalizado bajo cualquier circunstancia? Adolescenetes y mujeres alrededor de la República Dominicana son retratadas mientras narran sus experiencias de vida con el embarazo no deseado, la maternidad forzada y el aborto clandestino, en un documental que mezcla lo cotidiano y lo performático.;webpage;39943831.63;spanish
MOV-0222;DO-2023-no-salgas;No Salgas;2023;;horror;90;DO;in_festivals;Victoria Linares Villegas;;El Perro De Argento, SRL;Después del misterioso asesinato de su novia secreta, Liz, una estudiante universitaria que lucha con su sexualidad, se va con sus amigas a una escapada de fin de semana sin saber que es el objetivo de un ente sobrenatural que se cobra vidas de personas queer en República Dominicana.;webpage;22247949.85;spanish
MOV-0223;DO-2024-operacion-1888;Operación 1888;2024;;comedy;85;DO;unknown;Yasser Michelen;;Godraniss Group, SRL;;pending;51871034;spanish
MOV-0224;DO-2023-pica-pleito;Pica Pleito;2023;;comedy|romance;90;DO;unknown;Francisco Perozo Balbuena;;Picapleito Films, SRL;;pending;89989332;spanish
MOV-0225;DO-2024-providencia;Providencia;2024;;documentary;90;DO;unknown;Juliana Schatz;;Loud Alco, SRL;;pending;38088824.8;spanish
MOV-0226;DO-2024-release;Release;2024;;documentary;80;DO;unknown;Tito Rodriguez;;Dr Release, SRL;;pending;63381163.84;spanish
MOV-0227;DO-2024-sabores;Sabores;2024;;documentary;80;DO;unknown;Yasser Michelen;;Stone Productions, SRL;;pending;42260998;spanish
MOV-0228;DO-2023-samana;Samana;2023;2024;sci-fi;95;ES;released;Rafael Ignacio Cortés Oliver;;Fogata Films, SRL;En Samaná, República Dominicana, dos parejas amigas, Ale y Santi, Natalia y Mario, celebran sus 20 años juntos en un resort. Durante la fiesta, Ale, animada por el ron, confiesa que en 2003 manipuló los hechos para quedarse con Santi, aunque él estaba más interesado en Natalia. La revelación genera tensiones y la noche termina con decepción. Al despertar, Ale descubre que su vida ha cambiado: Mario es su esposo, mientras que Natalia y Santi son pareja. Cree que le están jugando una broma, pero para los demás, es ella quien se comporta extraño. A lo largo del día, ambas realidades chocan, obligando a todos a confrontar lo que son y lo que pudieron haber sido. Sus relaciones se ponen a prueba, revelando compatibilidades, frustraciones y deseos ocultos. Al final del día, cada uno anhela despertar en una realidad diferente, cuestionando si la vida que llevan es realmente la que debían vivir.;youtube;69904241.92;spanish
MOV-0229;DO-2019-se-hizo-la-noche;Se Hizo La Noche;2019;;documentary;75;DO;unknown;David Emmanuel Maler Baquero;;Cacine Films, SRL;;pending;41418139;spanish
MOV-0230;DO-2023-subes-o-bajas;Subes O Bajas;2023;;comedy|romance;94;ES;unknown;Davi Vega Umpierrez;;Lune Films Productions, SRL;;pending;90912803.3;spanish
MOV-0231;DO-2023-tesoro;Tesoro;2023;;adventure;85;DO;streaming;Héctor Manuel Valdez;;Ingenio Lateral, SRL;Un cazador de tesoros se embarca en la búsqueda de un legendario tesoro que perteneció al explorador Cristóbal Colón. Motivado por el sueño de su mentor, este aventurero se adentra en un peligroso viaje, donde inesperadamente encuentra un aliado en un joven de la calle, quien se convierte en su aprendiz. Juntos enfrentan diversos desafíos mientras avanzan en su emocionante aventura.;youtube;84365583;spanish
MOV-0232;DO-2023-tiempo-y-forma;Tiempo Y Forma;2023;2026;documentary;97;DO;released;Miguel Yarull Sánchez;;Lembeck Films, SRL;Tiempo y Forma es una mirada comprensiva a la importancia, alcance, retos y logros de la labor arquitectónica en la República Dominicana. Con el desarrollo de nuestras ciudades, la arquitectura y quienes la ejercen cada día más van adquiriendo un lugar destacado en la cadena profesional. Tiempo y Forma pretende iluminar la obra y el legado de nuestros grandes arquitectos y arquitectas, algo que solo ha sucedido de manera académica, y que ahora pretendemos destacar con esta obra de no ficción contada en sus propias voces, en los escenarios y construcciones donde todo ha sucedido. Por igual trataremos los retos de nuestras ciudades, de nuestros polos turísticos, de nuestras edificaciones, dejando un documento que pueda servir de base y referencia para futuras generaciones, porque quien no conoce lo que tiene no puede valorarlo.;caribbeancinemas;44308251;spanish
MOV-0233;DO-2023-tingo-sembradora-de-justicia;Tingo: Sembradora De Justicia;2023;;documentary;90;DO;unknown;Hans Christians García García;;Hannah Films, SRL;;pending;39969357.98;spanish
MOV-0234;DO-2024-una-pina-para-el-rey;Una Piña Para El Rey;2024;;documentary;85;DO;unknown;Héctor Manuel Valdez Martínez;;Yuttam Group, SRL;;pending;29634761;spanish
MOV-0235;DO-2023-unos-dias-al-sol;Unos Dias Al Sol;2023;;drama;91;MX|DE;unknown;Mauro Mueller;;Producciones Guayacanes 012, SRL;;pending;143824749.5;spanish
MOV-0236;DO-2022-xiguapa;Xiguapa;2022;;thriller|action;90;DO;unknown;Francisco Disla Ferreira;;Aldea Films, SRL;;pending;128371724.2;spanish
MOV-0237;DO-2024-afinador-de-melodias;Afinador De Melodias;2024;;documentary;90;DO;unknown;Eleuterio Silverio;;Hannah Films, SRL;;pending;39954318.19;spanish
MOV-0238;DO-2024-animales-salvajes;Animales Salvajes;2024;;sci-fi;85;DO;unknown;Yasser Walid Michelen Cunillera;;Godraniss Group, SRL;;pending;75754528;spanish
MOV-0239;DO-2025-aquella-primavera-del-65;Aquella Primavera Del 65;2025;;documentary;90;DO;in_festivals;Mayra Poueriet Bautista;;Isla Bonita Films, SRL;En República Dominicana, la revolución de abril de 1965 vive en los relatos de mujeres que la defendieron con sus cuerpos y convicciones. Vive también en mi tía Idelcis, cuya memoria comienza a borrarse. Aquella primavera es una búsqueda por reconstruir lo que se desvanece: los recuerdos personales de una combatiente y la memoria colectiva de un país que minimizó la participación de la mujer en su historia. A través de testimonios íntimos, el documental intenta rescatar una verdad relegada y abrir un diálogo inter-generacional sobre el olvido, la resistencia y la necesidad de recordar ;youtube;24857650;spanish
MOV-0240;DO-2025-arjet-iv-un-ser-espacio;Arjet Iv: Un Ser En El Espacio;2025;;thriller;80;DO;unknown;Francisco Bladimir Abud Hidalgo ;;Panta Rei Films, SRL;;pending;72748495;spanish
MOV-0241;DO-2025-bajo-el-ojo-vigilante;Bajo El Ojo Vigilante;2025;;drama;90;DO;unknown;José Anibal Duluc Cordero;;LMA Films, SRL;;pending;69615119.97;spanish
