resolution_id,resolution_number,year,file_id,movie_id,pur_number,cpnd_number,incentive_article,resolution_type,investor_name,investor_rnc,local_company,producer_rnc,foreign_producer,film_title,request_date,resolution_date,validated_expenses_dop,tax_credit_dop,tax_credit_pct,total_budget_approved,total_budget_executed,extraction_confidence,needs_review,review_reasons,manually_reviewed,manual_note,source_file
419,CIPAC-2016-089,2016,,,152,124,art_34,approved,"LA ANTILLANA COMERCIAL, S.A.",1-01-00566-1,"LILO PRODUCTIONS, S.R.L.",1-31-27882-5,,EL PODER DE LAS TINIEBLAS,2016-01-12,2016-02-10,5000000.0,5000000.0,100.0,92170361.0,60636324.93,1.0,0,,0,,resolucion-cipac-no-2016-089_validacion-de-inversion-la-antillana-comercial-s-a-el-poder-de-las-tinieblas.pdf
420,CIPAC-2016-090,2016,,,152,124,art_34,approved,"BANCO MÚLTIPLE BHD, S.A.",1-01-13679-2,"LILO PRODUCTIONS, S.R.L.",1-31-27882-5,,EL PODER DE LAS TINIEBLAS,2016-01-12,2016-02-10,20000000.0,20000000.0,100.0,92170361.0,60636324.93,0.9,0,,1,total_budget_executed|set_manual|null|60636324.93|Propagated from sibling resolution CIPAC-2016-070 with same film title|cipac_2016_results.json|2026-08-03|JDP,resolucion-cipac-no-2016-090_validacion-de-inversion-banco-multiple-bhd-leon-s-a-el-podre-de-las-tinieblas.pdf
421,CIPAC-2016-091,2016,,,149,106,art_34,approved,"CENTRO CUESTA NACIONAL, S.A.S.",1-01-01992-1,"ALDEA FILMS, S.R.L.",1-31-02474-2,,DOS POLICIAS EN APUROS,2016-01-22,2016-02-10,5000000.0,5000000.0,100.0,61782674.78,54015895.31,1.0,0,,0,,resolucion-cipac-no-2016-091_validacion-de-inversion-centro-cuesta-nacional-s-a-s-dos-policias-en-apuros.pdf
422,CIPAC-2016-092,2016,,,149,106,art_34,approved,"CINEMA CENTRO DOMINICANO, S.R.L.",1-01-04088-2,"ALDEA FILMS, S.R.L.",1-31-02474-2,,DOS POLICIAS EN APUROS,2016-01-22,2016-02-10,1000000.0,1000000.0,100.0,61782674.78,54015895.31,1.0,0,,0,,resolucion-cipac-no-2016-092_validacion-de-inversion-cinema-centro-dominicano-s-r-l-dos-policias-en-apuros.pdf
423,CIPAC-2016-093,2016,,,149,106,art_34,approved,"CINEMA CENTRO DE SANTIAGO, S.R.L.",1-01-55942-1,"ALDEA FILMS, S.R.L.",1-31-02474-2,,DOS POLICIAS EN APUROS,2016-01-22,2016-02-10,1000000.0,1000000.0,100.0,61782674.78,54015895.31,1.0,0,,0,,resolucion-cipac-no-2016-093_validacion-de-inversion-cinema-centro-santiago-s-r-l-dos-policias-en-apuros.pdf
424,CIPAC-2016-094,2016,,,149,106,art_34,approved,"CONSORCIO ENERGÉTICO PUNTA CANA MACAO, S.A.",1-01-58340-1,"ALDEA FILMS, S.R.L.",1-31-02474-2,,DOS POLICIAS EN APUROS,2016-01-22,2016-02-10,13500000.0,13500000.0,100.0,61782674.78,54015895.31,1.0,0,,0,,resolucion-cipac-no-2016-094_validacion-de-inversion-consorcio-energetico-punta-cana-macao-s-a-dos-policias-en-apuros.pdf
425,CIPAC-2016-095,2016,,,149,106,art_34,approved,"CORPORACIÓN AEROPORTUARIA DEL ESTE, S.A.S.",1-01-09214-9,"ALDEA FILMS, S.R.L.",1-31-02474-2,,DOS POLICIAS EN APUROS,2016-01-22,2016-02-10,20000000.0,20000000.0,100.0,61782674.78,54015895.31,1.0,0,,0,,resolucion-cipac-no-2016-095_validacion-de-inversion-corporacion-aeroportuaria-del-este-s-a-s-dos-policias-en-apuros.pdf
426,CIPAC-2016-096,2016,,,149,106,art_34,approved,"FERRETERÍA Y MADERAS BEATO, S.A.",1-01-87406-6,"ALDEA FILMS, S.R.L.",1-31-02474-2,,DOS POLICIAS EN APUROS,2016-01-22,2016-02-10,500000.0,500000.0,100.0,61782674.78,54015895.31,1.0,0,,0,,resolucion-cipac-no-2016-096_validacion-de-inversion-ferreteria-_-maderas-beato-s-a-dos-policias-en-apuros.pdf
427,CIPAC-2016-097,2016,,,149,106,art_34,approved,"CINEMAS GALERÍA 360, S.R.L.",1-30-69967-4,"ALDEA FILMS, S.R.L.",1-31-02474-2,,DOS POLICIAS EN APUROS,2016-01-22,2016-02-10,500000.0,500000.0,100.0,61782674.78,54015895.31,1.0,0,,0,,resolucion-cipac-no-2016-097_validacion-de-inversion-cinema-galeria-360-s-r-l-dos-policias-en-apuros.pdf
428,CIPAC-2016-098,2016,,,149,106,art_34,approved,"GRUPO COMETA, S.A.S.",1-01-01943-3,"ALDEA FILMS, S.R.L.",1-31-02474-2,,DOS POLICIAS EN APUROS,2016-01-22,2016-02-10,1079895.11,1079895.11,100.0,61782674.78,54015895.31,1.0,0,,0,,resolucion-cipac-no-2016-098_validacion-de-inversion-grupo-cometa-s-a-s-dos-policias-en-apuros.pdf
429,CIPAC-2016-099,2016,,,149,106,art_34,approved,"INDUSTRIAS NIGUA, S.A.",1-01-00485-1,"ALDEA FILMS, S.R.L.",1-31-02474-2,,DOS POLICIAS EN APUROS,2016-01-22,2016-02-10,3000000.0,3000000.0,100.0,61782674.78,54015895.31,0.9,0,,1,cpnd_number|set_manual|null|106|OCR noise around CPND number in resolution text|Resolution PDF VISTOS section|2026-08-05|JDP,resolucion-cipac-no-2016-099_validacion-de-inversion-industrias-nigua-s-a-dos-policias-en-apuros.pdf
430,CIPAC-2016-100,2016,,,149,106,art_34,approved,"LEASING DE LA HISPANIOLA, S.A.",1-01-83973-2,"ALDEA FILMS, S.R.L.",1-31-02474-2,,DOS POLICIAS EN APUROS,2016-01-22,2016-02-10,1000000.0,1000000.0,100.0,61782674.78,54015895.31,1.0,0,,0,,resolucion-cipac-no-2016-100_validacion-de-inversion-leasing-de-la-hispaniola-s-r-l-dos-policias-en-apuros.pdf
431,CIPAC-2016-101,2016,,,149,106,art_34,approved,"PARTNERS OGILVY & MATHER MERCADO INTEGRADO, S.R.L.",1-01-63293-3,"ALDEA FILMS, S.R.L.",1-31-02474-2,,DOS POLICIAS EN APUROS,2016-01-22,2016-02-10,1500000.0,1500000.0,100.0,61782674.78,54015895.31,1.0,0,,0,,resolucion-cipac-no-2016-101_validacion-de-inversion-partners-ogilvy-_-mather-mercado-integrado-s-r-l-dos-policias-en-apuros.pdf
432,CIPAC-2016-102,2016,,,149,106,art_34,approved,"PLAZA CENTRAL CINEMAS, S.R.L.",1-01-65198-9,"ALDEA FILMS, S.R.L.",1-31-02474-2,,DOS POLICIAS EN APUROS,2016-01-22,2016-02-10,1000000.0,1000000.0,100.0,61782674.78,54015895.31,1.0,0,,0,,resolucion-cipac-no-2016-102_validacion-de-inversion-plaza-central-cinemas-s-r-l-dos-policias-en-apuros.pdf
433,CIPAC-2016-103,2016,,,149,106,art_34,approved,"CARIBBEAN FILMS DISTRIBUTION R&L, S.R.L.",1-30-34513-9,"ALDEA FILMS, S.R.L.",1-31-02474-2,,DOS POLICIAS EN APUROS,2016-01-22,2016-02-10,1500000.0,1500000.0,100.0,61782674.78,54015895.31,1.0,0,,0,,resolucion-cipac-no-2016-103_validacion-de-inversion-caribbean-films-distribucion-r_l-s-r-l-dos-policias-en-apuros.pdf
434,CIPAC-2016-104,2016,,,149,106,art_34,approved,"CONSORCIO DE TARJETAS DOMINICANAS, S.A.",1-01-65432-5,"ALDEA FILMS, S.R.L.",1-31-02474-2,,DOS POLICIAS EN APUROS,2016-01-22,2016-02-10,1500000.0,1500000.0,100.0,61782674.78,54015895.31,0.8,0,,1,total_budget_executed|set_manual|null|54015895.31|Propagated from sibling resolution CIPAC-2016-091 with same film title|cipac_2016_results.json|2026-08-03|JDP;;total_budget_approved|set_manual|null|61782674.78|Stamp covers budget approval paragraph|Resolution PDF budget section|2026-08-05|JDP,resolucion-cipac-no-2016-104_validacion-de-inversion-consorcio-de-tarjetas-dominicanas-s-a-dos-policias-en-apuros.pdf
435,CIPAC-2016-105,2016,,,149,106,art_34,approved,"LEASING AUTOMOTRIZ DEL SUR, S.R.L.",1-01-59128-5,"ALDEA FILMS, S.R.L.",1-31-02474-2,,DOS POLICIAS EN APUROS,2016-01-22,2016-02-10,1143000.0,1143000.0,100.0,61782674.78,54015895.31,1.0,0,,0,,resolucion-cipac-no-2016-105_validacion-de-inversion-leasing-automotriz-del-sur-s-r-l-dos-policias-en-apuros.pdf
436,CIPAC-2016-106,2016,,,104,076,art_34,approved,"AGENCIA BELLA, S.A.S.",1-01-00023-6,"CACIQUE FILMS, S.R.L.",1-31-09766-9,,REINBOU,2016-02-12,2016-03-02,1000000.0,1000000.0,100.0,84036127.17,79940037.0,1.0,0,,0,,resolucion-cipac-no-2016-106_validacion-de-inversion-agencia-bella-s-a-s-reinbou.pdf
437,CIPAC-2016-107,2016,,,118,094,art_34,approved,"ADMINISTRADORA DE FONDOS DE PENSIONES POPULAR, S.A.",1-01-76868-1,"URBANO FILMS, S.R.L.",1-31-20545-3,,GUERREROS DE LA VIDA,2016-01-12,2016-03-02,30000000.0,30000000.0,100.0,50187398.62,45717913.99,1.0,0,,0,,resolucion-cipac-no-2016-107_validacion-de-inversion-administradora-de-fondos-de-pensiones-popular-s-a-guerrero-de-vida.pdf
438,CIPAC-2016-108,2016,,,118,094,art_34,approved,"PARALLAX VALORES PUESTO DE BOLSA, S.A.",1-01-56714-7,"URBANO FILMS, S.R.L.",1-31-20545-3,,GUERREROS DE LA VIDA,2016-01-12,2016-03-02,3000000.0,3000000.0,100.0,50187398.62,45717913.99,1.0,0,,0,,resolucion-cipac-no-2016-108_validacion-de-inversion-paralax-valores-puesto-de-bolsa-s-a-guerreo-de-vida.pdf
439,CIPAC-2016-109,2016,,,118,094,art_34,approved,"PARALLAX FACTORING, S.A.",1-01-88881-4,"URBANO FILMS, S.R.L.",1-31-20545-3,,GUERREROS DE LA VIDA,2016-01-12,2016-03-02,4000000.0,4000000.0,100.0,50187398.62,45717913.99,1.0,0,,0,,resolucion-cipac-no-2016-109_validacion-de-inversion-parallax-factoring-s-a-guerrero-de-vida.pdf
440,CIPAC-2016-110,2016,,,118,094,art_34,approved,"CEVALDOM, S.A.",1-30-03478-8,"URBANO FILMS, S.R.L.",1-31-20545-3,,GUERREROS DE LA VIDA,2016-01-12,2016-03-04,5000000.0,5000000.0,100.0,50187398.62,45717913.99,1.0,0,,0,,resolucion-cipac-no-2016-110_validacion-de-inversion-cevaldom-deposito-centralizado-de-valores-s-a-guerrero-de-vida.pdf
441,CIPAC-2016-111,2016,,,118,094,art_34,approved,"STACKHOUSE INVESTMENTS, S.R.L.",1-31-27844-2,"URBANO FILMS, S.R.L.",1-31-20545-3,,GUERREROS DE LA VIDA,2016-01-12,2016-03-02,52855.77,52855.77,100.0,50187398.62,45717913.99,1.0,0,,0,,resolucion-cipac-no-2016-111_validacion-de-inversion-stackhouse-investments-s-r-l-guerreros-de-vida.pdf
442,CIPAC-2016-112,2016,,,118,094,art_34,approved,"GOLDUST INVESTMENTS, S.R.L.",1-31-26955-9,"URBANO FILMS, S.R.L.",1-31-20545-3,,GUERREROS DE LA VIDA,2016-01-12,2016-03-02,52855.77,52855.77,100.0,50187398.62,45717913.99,1.0,0,,0,,resolucion-cipac-no-2016-112_validacion-de-inversion-goldust-investiments-s-r-l-guerreros-de-vida.pdf
443,CIPAC-2016-113,2016,,,118,094,art_34,approved,"EDGEHILL CAPITAL, S.R.L.",1-31-27913-9,"URBANO FILMS, S.R.L.",1-31-20545-3,,GUERREROS DE LA VIDA,2016-01-12,2016-03-02,52855.77,52855.77,100.0,50187398.62,45717913.99,1.0,0,,0,,resolucion-cipac-no-2016-113_validacion-de-inversion-edgehill-capital-s-r-l-guerrero-de-vida.pdf
444,CIPAC-2016-114,2016,,,118,094,art_34,approved,"CENTRALIA CORPORATION, S.R.L.",1-31-26954-2,"URBANO FILMS, S.R.L.",1-31-20545-3,,GUERREROS DE LA VIDA,2016-01-12,2016-03-02,52855.77,52855.77,100.0,50187398.62,45717913.99,1.0,0,,0,,resolucion-cipac-no-2016-114_validacion-de-inversion-centralia-corporation-s-r-l-guerrero-de-vida.pdf
445,CIPAC-2016-115,2016,,,077,135,art_34,approved,"BRAVO, S.A.",1-01-60246-5,"LIBÉLULA FILMS, S.R.L.",1-31-28932-2,,TEO Y EL SOL,2016-02-15,2016-04-13,34469854.0,34469854.0,100.0,58118630.0,35052053.93,1.0,0,,0,,resolucion-cipac-no-2016-115_validacion-de-inversion-bravo-s-a-teo-y-el-sol.pdf
446,CIPAC-2016-116,2016,,,070,043,art_34,approved,"AGENTE DE REMESAS Y CAMBIO VIMENCA, S.A.",1-01-08899-2,"PRODUCTORA FLOR DEL SOL, S.R.L.",1-31-04651-7,,GIRASOL,2016-03-08,2016-05-05,7499420.0,7499420.0,100.0,52354582.0,49989673.0,1.0,0,,0,,resolucion-cipac-no-2016-116_validacion-de-inversion-agente-de-remesas-y-cambio-vimenca-s-a-girasol.pdf
447,CIPAC-2016-117,2016,,,070,043,art_34,approved,"INMOBILIARIA VIMENCA, S.A.",1-01-04349-2,"PRODUCTORA FLOR DEL SOL, S.R.L.",1-31-04651-7,,GIRASOL,2016-03-08,2016-05-05,2630070.0,2630070.0,100.0,52354582.0,49989673.0,1.0,0,,0,,resolucion-cipac-no-2016-117_validacion-de-inversion-inmobiliaria-vimenca-s-a-girasol.pdf
448,CIPAC-2016-118,2016,,,070,043,art_34,approved,"PROTEÍNAS VEGETALES, S.R.L.",1-01-07290-3,"PRODUCTORA FLOR DEL SOL, S.R.L.",1-31-04651-7,,GIRASOL,2016-03-08,2016-05-05,202500.0,202500.0,100.0,52354582.0,49989673.0,1.0,0,,0,,resolucion-cipac-no-2016-118_validacion-de-inversion-proteinas-vegetales-s-r-l-girasol.pdf
449,CIPAC-2016-119,2016,,,177,113,art_34,approved,"CONSTRUCTORA DEL PAÍS, S.R.L.",1-02-30847-2,"PILÓN PRODUCTIONS, S.R.L.",1-30-99100-6,,LUNA NEGRA,2016-03-31,2016-05-05,4745000.0,4745000.0,100.0,40761399.0,8500000.0,1.0,0,,0,,resolucion-cipac-no-2016-119_validacion-de-inversion-constructora-del-pais-s-r-l-luna-negra.pdf
450,CIPAC-2016-121,2016,,,142,122,art_34,approved,"BANCO MÚLTIPLE ADEMI, S.A.",1-01-74527-4,"PELÍCULAS HECHAS A MANO, S.R.L.",1-31-29543-6,,Y A DIOS QUE ME PERDONE,2016-06-08,2016-06-23,9744898.1,9744898.1,100.0,49161391.4,47044898.09,1.0,0,,0,,resolucion-cipac-no-2016-121_validacion-de-inversion-banco-multiple-ademi-s-a-y-a-dios-que-me-perdone.pdf
451,CIPAC-2016-122,2016,,,171,137,art_34,approved,"BANCO MÚLTIPLE BDI, S.A.",1-01-04029-7,"GUASÁBARA CINE, S.R.L.",1-31-00880-1,,COCOTE,2016-06-08,2016-06-23,5000000.0,5000000.0,100.0,25185569.0,12465464.36,1.0,0,,0,,resolucion-cipac-no-2016-122_validacion-de-inversion-banco-multiple-bdi-s-a-cocote.pdf
452,CIPAC-2016-123,2016,,,171,137,art_34,approved,"BANCO DE AHORRO Y CRÉDITO ADOPEM, S.A.",1-03-00310-9,"GUASÁBARA CINE, S.R.L.",1-31-00880-1,,COCOTE,2016-06-08,2016-06-23,2965000.0,2965000.0,100.0,25185569.0,12465464.36,1.0,0,,0,,resolucion-cipac-no-2016-123_validacion-de-inversion-banco-de-ahorro-y-credito-adopem-s-a-cocote.pdf
453,CIPAC-2016-125,2016,,,095,067,art_34,approved,"CASA PACO, S.A.",1-01-19151-1,"ALDEA FILMS, S.R.L.",1-31-02474-2,,AZUL MAGIA,2016-07-07,2016-07-28,2700000.0,2700000.0,100.0,5289800.0,19763718.0,0.9,0,,1,investor_rnc|set_manual|null|1-01-19151-1|OCR read 1-0-1-19151-1 instead of RNC|Resolution PDF header p.1|2026-07-16|JDP,resolucion-cipac-no-2016-125_validacion-de-inversion-casa-paco-s-a-azul-magia.pdf
454,CIPAC-2016-126,2016,,,192,063,art_34,approved,"CORPORACIÓN AEROPORTUARIA DEL ESTE, S.A.S.",1-01-09214-9,"XEPINON INVESTMENT, S.R.L.",1-31-38635-2,,EL ENCUENTRO,2016-06-27,2016-07-28,56508983.0,56508983.0,100.0,59728417.0,56538483.0,0.8,0,,1,investor_rnc|set_manual|null|1-01-09214-9|OCR read 1-0109214-9 instead of RNC|Resolution PDF header p.1|2026-08-05|JDP;;cpnd_number|set_manual|null|063|Stamp covers CPND number in document|Resolution PDF VISTOS section|2026-08-05|JDP,resolucion-cipac-no-2016-126_validacion-de-inversion-corporacion-aeroportuaria-del-este-s-a-s-el-encuentro.pdf
455,CIPAC-2016-127,2016,,,194,144,art_34,approved,"A.V. BLANDINO & CIA, S.A.",1-01-00015-5,"GRUPO TRUKEMER, S.R.L.",1-31-08399-4,,EL CARPINTERO,2016-06-13,2016-07-28,2000000.0,2000000.0,100.0,16652453.0,16652453.0,0.9,0,,1,total_budget_executed|set_manual|null|16652453.0|Propagated from sibling resolution CIPAC-2016-128 with same film title|cipac_2016_results.json|2026-08-03|JDP,resolucion-cipac-no-2016-127_validacion-de-inversion-a-v-blandino-_-cia-s-a-el-carpintero.pdf
456,CIPAC-2016-128,2016,,,194,144,art_34,approved,"CASA PACO, S.A.",1-01-19151-1,"GRUPO TRUKEMER, S.R.L.",1-31-08399-4,,EL CARPINTERO,2016-07-05,2016-07-28,2300000.0,2300000.0,100.0,16652453.0,16652453.0,1.0,0,,0,,resolucion-cipac-no-2016-128_validacion-de-inversion-casa-paco-s-a-el-carpintero.pdf
457,CIPAC-2016-129,2016,,,194,144,art_34,approved,"GRUPO COMETA, S.A.S.",1-01-01943-3,"GRUPO TRUKEMER, S.R.L.",1-31-08399-4,,EL CARPINTERO,2016-07-05,2016-07-28,2000000.0,2000000.0,100.0,16652453.0,16652453.0,1.0,0,,0,,resolucion-cipac-no-2016-129_validacion-de-inversion-grupo-cometa-s-a-s-el-carpintero.pdf
458,CIPAC-2016-130,2016,,,194,144,art_34,approved,"JARABA IMPORT, S.A.",1-01-64289-2,"GRUPO TRUKEMER, S.R.L.",1-31-08399-4,,EL CARPINTERO,2016-07-05,2016-07-28,2000000.0,2000000.0,100.0,16652453.0,16652453.0,1.0,0,,0,,resolucion-cipac-no-2016-130_validacion-de-inversion-jaraba-import-s-a-el-carpintero.pdf
459,CIPAC-2016-131,2016,,,194,144,art_34,approved,"LETERAGO, S.R.L.",1-01-01357-5,"GRUPO TRUKEMER, S.R.L.",1-31-08399-4,,EL CARPINTERO,2016-07-05,2016-07-28,4000000.0,4000000.0,100.0,16652453.0,16652453.0,1.0,0,,0,,resolucion-cipac-no-2016-131_validacion-de-inversion-leterago-s-r-l-el-carpintero.pdf
460,CIPAC-2016-132,2016,,,194,144,art_34,approved,"MELCON INVERSIONES & CONTRUCCIONES, S.R.L.",1-30-27527-2,"GRUPO TRUKEMER, S.R.L.",1-31-08399-4,,EL CARPINTERO,2016-07-05,2016-07-28,1500000.0,1500000.0,100.0,16652453.0,16652453.0,0.9,0,,1,total_budget_executed|set_manual|null|16652453.0|Propagated from sibling resolution CIPAC-2016-127 with same film title|cipac_2016_results.json|2026-08-03|JDP,resolucion-cipac-no-2016-132_validacion-de-inversion-melcon-inversiones-_-contrucciones-s-r-l-el-carpintero.pdf
461,CIPAC-2016-133,2016,,,204,130,art_34,approved,"MARÍTIMA DOMINICANA, S.A.S.",1-01-02960-9,"DUHO CINEMA, S.R.L.",1-31-29320-4,,UN 4TO. DE JOSUE,2016-08-03,2016-08-11,9908082.0,9908082.0,100.0,26408648.0,9908082.0,1.0,0,,0,,resolucion-cipac-no-2016-133_validacion-de-inversion-maritima-dominicana-s-a-s-un-4to-de-josue.pdf
462,CIPAC-2016-134,2016,,,165,126,art_34,approved,"CERVECERÍA NACIONAL DOMINICANA, S.A.",1-01-00372-3,"EL PAQUETE FILMS, S.R.L.",1-31-26797-1,,EL PERRO DE LA SIBERIA,2016-07-27,2016-11-03,38000000.0,38000000.0,100.0,89426398.0,80847516.0,1.0,0,,0,,resolucion-cipac-no-2016-134_validacion-de-inversion-cerveceria-nacional-dominicana-s-a-el-perro-de-la-siberia.pdf
463,CIPAC-2016-135,2016,,,165,126,art_34,approved,"CINEMAS GALERÍA 360, S.R.L.",1-30-69967-4,"EL PAQUETE FILMS, S.R.L.",1-31-26797-1,,EL PERRO DE LA SIBERIA,2016-07-25,2016-11-03,500000.0,500000.0,100.0,89426398.0,80847516.0,1.0,0,,0,,resolucion-cipac-no-2016-135_validacion-de-inversion-cinemas-galeria-360-s-r-l-el-perro-de-la-siberia.pdf
464,CIPAC-2016-136,2016,,,165,126,art_34,approved,"GERDAU METALDOM, S.A.",1-01-00484-3,"EL PAQUETE FILMS, S.R.L.",1-31-26797-1,,EL PERRO DE LA SIBERIA,2016-07-25,2016-11-03,13500000.0,13500000.0,100.0,89426398.0,80847516.0,1.0,0,,0,,resolucion-cipac-no-2016-136_validacion-de-inversion-gerdau-metaldom-s-a-el-perro-de-la-siberia.pdf
465,CIPAC-2016-137,2016,,,165,126,art_34,approved,"PLAZA CENTRAL CINEMAS, S.R.L.",1-01-65198-9,"EL PAQUETE FILMS, S.R.L.",1-31-26797-1,,EL PERRO DE LA SIBERIA,2016-07-25,2016-11-03,2000000.0,2000000.0,100.0,89426398.0,80847516.0,1.0,0,,0,,resolucion-cipac-no-2016-137_validacion-de-inversion-plaza-central-cinemas-s-r-l-el-perro-de-la-siberia.pdf
466,CIPAC-2016-138,2016,,,165,126,art_34,approved,"VIAMAR, S.A.",1-01-01114-9,"EL PAQUETE FILMS, S.R.L.",1-31-26797-1,,EL PERRO DE LA SIBERIA,2016-08-26,2016-11-03,7800000.0,7800000.0,100.0,89426398.0,80847516.0,1.0,0,,0,,resolucion-cipac-no-2016-138_validacion-de-inversion-viamar-s-a-el-perro-de-la-siberia.pdf
467,CIPAC-2016-139,2016,,,165,126,art_34,approved,"CINEMA CENTRO DOMINICANO, S.R.L.",1-01-04088-2,"EL PAQUETE FILMS, S.R.L.",1-31-26797-1,,EL PERRO DE LA SIBERIA,2016-07-25,2016-11-03,500000.0,500000.0,100.0,89426398.0,80847516.0,1.0,0,,0,,resolucion-cipac-no-2016-139_validacion-de-inversion-cinema-centro-dominicano-s-r-l-el-perro-de-la-siberia.pdf
468,CIPAC-2016-140,2016,,,165,126,art_34,approved,"CINEMA CENTRO DE SANTIAGO, S.R.L.",1-01-55942-1,"EL PAQUETE FILMS, S.R.L.",1-31-26797-1,,EL PERRO DE LA SIBERIA,2016-07-25,2016-11-03,1000000.0,1000000.0,100.0,89426398.0,80847516.0,1.0,0,,0,,resolucion-cipac-no-2016-140_validacion-de-inversion-cinema-centro-de-santiago-s-r-l-el-perro-de-la-siberia.pdf
469,CIPAC-2016-141,2016,,,098,070,art_34,approved,"BANCO BACC DE AHORRO Y CRÉDITO DEL CARIBE, S.A.",1-01-13879-3,"ECAH FILM, S.R.L.",1-31-14052-1,,GOLDEN BOYS,2016-08-11,2016-11-03,8215000.0,8215000.0,100.0,67798145.0,55767550.0,0.8,0,,1,"validated_amount_dop|set_manual|null|8215000.00|OCR read FD$8,215,000.00|Resolution PDF PRIMERO section|2026-08-05|JDP;;tax_credit_dop|set_manual|null|8215000.00|Art.34 tax credit equals validated amount|Resolution PDF SEGUNDO section|2026-08-05|JDP",resolucion-cipac-no-2016-141_validacion-de-inversion-banco-de-ahorro-y-credito-del-caribe-s-a-golden-boys.pdf
470,CIPAC-2016-142,2016,,,098,070,art_34,approved,"CERVECERÍA NACIONAL DOMINICANA, S.A.",1-01-00372-3,"ECAH FILM, S.R.L.",1-31-14052-1,,GOLDEN BOYS,2016-08-11,2016-11-03,30000000.0,30000000.0,100.0,67798145.0,55767550.0,1.0,0,,1,,resolucion-cipac-no-2016-142_validacion-de-inversion-cerveceria-nacional-dominicana-s-a-golden-boys.pdf
471,CIPAC-2016-143,2016,,,098,070,art_34,approved,"CONSORCIO ENERGÉTICO PUNTA CANA MACAO, S.A.",1-01-58340-1,"ECAH FILM, S.R.L.",1-31-14052-1,,GOLDEN BOYS,2016-08-11,2016-11-03,5000000.0,5000000.0,100.0,67798145.0,55767550.0,0.9,0,,1,request_date|set_manual|null|2016-08-11|OCR did not capture Solicitud de fecha line|Resolution PDF VISTOS section item 1|2026-08-05|JDP,resolucion-cipac-no-2016-143_validacion-de-inversion-consorcio-energetico-punta-cana-macao-s-a-golden-boys.pdf
472,CIPAC-2016-144,2016,,,135,120,art_34,approved,"GRUPO RAMOS, S.A.",1-01-79682-2,"XS FILMS, S.R.L.",1-31-28718-2,,LOS DIVORCIADOS (PA' QUE ME CASE?),2016-08-26,2016-11-03,5000000.0,5000000.0,100.0,56866945.0,50092874.0,0.8,0,,1,total_budget_approved|set_manual|null|56866945.00|Poor scan quality almost unreadable|Resolution PDF budget section|2026-08-05|JDP;;total_budget_executed|set_manual|null|50092874.00|Poor scan quality almost unreadable|Resolution PDF budget section|2026-08-05|JDP,resolucion-cipac-no-2016-144_validacion-de-inversion-grupo-ramos-s-a-los-divorciados-pa-que-me-case.pdf
473,CIPAC-2016-145,2016,,,215,155,art_34,approved,"QUALA DOMINICANA, S.A.",1-01-74167-8,"LA CHIVA FILMS, S.R.L.",1-31-42299-3,,TUBÉRCULO PRESIDENTE,2016-08-16,2016-11-03,7000000.0,7000000.0,100.0,89201075.0,10312171.0,1.0,0,,0,,resolucion-cipac-no-2016-145_validacion-de-inversion-quala-dominicana-s-a-tuberculo-presidente.pdf
474,CIPAC-2016-146,2016,,,215,155,art_34,approved,"LABORATORIOS KEY, S.R.L.",1-01-00132-1,"LA CHIVA FILMS, S.R.L.",1-31-42299-3,,TUBÉRCULO PRESIDENTE,2016-08-16,2016-11-03,3000000.0,3000000.0,100.0,89201075.0,10312171.0,1.0,0,,0,,resolucion-cipac-no-2016-146_validacion-de-inversion-laboratorios-key-s-r-l-tuberculo-presidente.pdf
475,CIPAC-2016-147,2016,,,218,139,art_34,approved,"BANCO MÚLTIPLE ADEMI, S.A.",1-01-74527-4,"METRO FILMS, S.R.L.",1-30-97291-5,,LA TRAGEDIA DE RIO VERDE,2016-10-05,2016-11-03,7000000.0,7000000.0,100.0,49554153.0,31999465.02,1.0,0,,0,,resolucion-cipac-no-2016-147_validacion-de-inversion-banco-multiple-ademi-s-a-la-tragedia-del-rio-verde.pdf
476,CIPAC-2016-148,2016,,,218,139,art_34,approved,"AEROPUERTO INTERNACIONAL DEL CIBAO, S.A.",1-02-61324-9,"METRO FILMS, S.R.L.",1-30-97291-5,,LA TRAGEDIA DE RIO VERDE,2016-10-05,2016-11-03,4999185.28,4999185.28,100.0,49554153.0,31999465.02,1.0,0,,0,,resolucion-cipac-no-2016-148_validacion-de-inversion-aeropuerto-internacional-del-cibao-s-a-la-tragedia-del-rio-verde.pdf
477,CIPAC-2016-149,2016,,,218,139,art_34,approved,"BANCO MÚLTIPLE BHD, S.A.",1-01-13679-2,"METRO FILMS, S.R.L.",1-30-97291-5,,LA TRAGEDIA DE RIO VERDE,2016-10-05,2016-11-03,20000000.0,20000000.0,100.0,49554153.0,31999465.02,1.0,0,,0,,resolucion-cipac-no-2016-149_validacion-de-inversion-banco-multiple-bhd-leon-s-a-la-tragedia-del-rio-verde.pdf
478,CIPAC-2016-150,2016,,,206,153,art_34,approved,"BANCO MÚLTIPLE ADEMI, S.A.",1-01-74527-4,"VIEWFINDER, S.R.L.",1-30-94190-4,,AGUJERO NEGRO,2016-10-11,2016-11-03,9945520.0,9945520.0,100.0,23906729.45,10000000.0,1.0,0,,0,,resolucion-cipac-no-2016-150_validacion-de-inversion-banco-multiple-ademis-s-a-agujero-negro.pdf
