resolution_id,resolution_number,year,file_id,movie_id,pur_number,cpnd_number,incentive_article,resolution_type,investor_name,investor_rnc,local_company,producer_rnc,foreign_producer,film_title,request_date,resolution_date,validated_expenses_dop,tax_credit_dop,tax_credit_pct,total_budget_approved,total_budget_executed,extraction_confidence,needs_review,review_reasons,manually_reviewed,manual_note,source_file
865,CIPAC-2018-205,2018,,,328,200,art_34,approved,"PARALLAX VALORES PUESTO DE BOLSA, S.A.",1-01-56714-7,"CACIQUE FILMS, S.R.L.",1-31-09766-9,,HASTA LA BOYA,2018-09-17,2018-10-18,3946411.0,3946411.0,100.0,73059734.16,71836662.0,0.8,0,,1,total_budget_approved|set_manual|null|73059734.16|Stamp covers budget approval paragraph|Resolution PDF budget section|2026-08-04|JDP,resolucion-cipac-no-2018-205_validacion-de-inversion-parallax-valores-puesto-de-bolsa-s-a-hasta-la-boya.pdf
866,CIPAC-2018-206,2018,,,366,236,art_34,approved,"BANCO MÚLTIPLE SANTA CRUZ, S.A.",1-02-01292-1,"VEZLOP GROUP, S.R.L.",1-31-66655-8,,LA REBELIÓN (TRABAJO SUCIO),2018-09-18,2018-10-18,13000000.0,13000000.0,100.0,69877943.0,65088809.0,1.0,0,,0,,resolucion-cipac-no-2018-206_validacion-de-inversion-banco-multiple-santa-cruz-s-a-la-rebelion-trabajo-sucio.pdf
867,CIPAC-2018-207,2018,,,366,236,art_34,approved,"CERVECERÍA NACIONAL DOMINICANA, S.A.",1-01-00372-3,"VEZLOP GROUP, S.R.L.",1-31-66655-8,,LA REBELIÓN (TRABAJO SUCIO),2018-09-18,2018-10-18,20000000.0,20000000.0,100.0,69877943.0,65088809.0,1.0,0,,0,,resolucion-cipac-no-2018-207_validacion-de-inversion-cerveceria-nacional-dominicana-s-a-la-rebelion-trabajo-sucio.pdf
868,CIPAC-2018-208,2018,,,366,236,art_34,approved,"CONSTRUCTORA RIZEK & ASOCIADOS, S.R.L.",1-01-57804-1,"VEZLOP GROUP, S.R.L.",1-31-66655-8,,LA REBELIÓN (TRABAJO SUCIO),2018-09-18,2018-10-18,10000000.0,10000000.0,100.0,69877943.0,65088809.0,0.9,0,,1,total_budget_executed|set_manual|null|65088809.0|Propagated from sibling resolution CIPAC-2018-206 with same film title|cipac_2018_results.json|2026-08-03|JDP,resolucion-cipac-no-2018-208_validacion-de-inversion-constructora-rizek-_-asociados-s-r-l-la-rebelion-trabajo-sucio.pdf
869,CIPAC-2018-209,2018,,,366,236,art_34,approved,"PACIFIC ASSETS, CORP",1-22-01963-4,"VEZLOP GROUP, S.R.L.",1-31-66655-8,,LA REBELIÓN (TRABAJO SUCIO),2018-09-18,2018-10-18,7300000.0,7300000.0,100.0,69877943.0,65088809.0,1.0,0,,0,,resolucion-cipac-no-2018-209_validacion-de-inversion-pacific-assets-corp-la-rebelion-trabajo-sucio.pdf
870,CIPAC-2018-210,2018,,,366,236,art_34,approved,"PETROMÓVIL, S.A.",1-01-69727-1,"VEZLOP GROUP, S.R.L.",1-31-66655-8,,LA REBELIÓN (TRABAJO SUCIO),2018-09-18,2018-10-18,5000000.0,4737513.0,100.0,69877943.0,65088809.0,0.8,0,,1,total_budget_executed|set_manual|null|65088809.0|Propagated from sibling resolution CIPAC-2018-206 with same film title|cipac_2018_results.json|2026-08-03|JDP;;total_budget_approved|set_manual|null|69877943.0|Stamp covers budget approval paragraph|Resolution PDF budget section|2026-08-04|JDP,resolucion-cipac-no-2018-210_validacion-de-inversion-petromovil-s-a-la-rebelion-trabajo-sucio.pdf
871,CIPAC-2018-211,2018,,,366,236,art_34,approved,"PIMENTEL & CO, S.R.L.",1-02-00113-8,"VEZLOP GROUP, S.R.L.",1-31-66655-8,,LA REBELIÓN (TRABAJO SUCIO),2018-09-18,2018-10-18,5000000.0,5000000.0,100.0,69877943.0,65088809.0,1.0,0,,0,,resolucion-cipac-no-2018-211_validacion-de-inversion-pimentel-_-co-s-r-l-la-rebelion-trabajo-sucio.pdf
872,CIPAC-2018-212,2018,,,366,236,art_34,approved,"TERMO ENVASES, S.A.",1-01-57338-4,"VEZLOP GROUP, S.R.L.",1-31-66655-8,,LA REBELIÓN (TRABAJO SUCIO),2018-09-18,2018-10-18,5000000.0,5000000.0,100.0,69877943.0,65088809.0,0.9,0,,1,total_budget_executed|set_manual|null|65088809.0|Propagated from sibling resolution CIPAC-2018-206 with same film title|cipac_2018_results.json|2026-08-03|JDP,resolucion-cipac-no-2018-212_validacion-de-inversion-termo-envases-s-a-la-rebelion-trabajo-sucio.pdf
873,CIPAC-2018-215,2018,,,373,,art_39,approved,,,"FILM008, INC",1-31-68452-1,,THE LONG SONG,2018-09-26,2018-11-29,268643736.05,67160934.01,25.0,294106438.0,268643736.05,1.0,0,,0,,resolucion-cipac-no-2018-215_validacion-de-inversion-film008-inc-the-long-song.pdf
874,CIPAC-2018-216,2018,,,374,242,art_34,approved,"BANCO MÚLTIPLE BHD, S.A.",1-01-13679-2,"VALFRANK, S.R.L.",1-30-90915-6,,JUGANDO A BAILAR,2018-10-05,2018-11-29,10000000.0,10000000.0,100.0,60441686.0,45893613.0,1.0,0,,0,,resolucion-cipac-no-2018-216_validacion-de-inversion-banco-multiple-bhd-leon-s-a-jugando-a-bailar.pdf
875,CIPAC-2018-217,2018,,,374,242,art_34,approved,"COBINCA, S.A.",1-01-19447-2,"VALFRANK, S.R.L.",1-30-90915-6,,JUGANDO A BAILAR,2018-10-05,2018-11-29,18000000.0,17857147.0,100.0,60441686.0,45893613.0,1.0,0,,0,,resolucion-cipac-no-2018-217_validacion-de-inversion-cobinca-s-a-jugando-a-bailar.pdf
876,CIPAC-2018-218,2018,,,249,167,art_34,approved,"CONSORCIO ENERGÉTICO PUNTA CANA MACAO, S.A.",1-01-58340-1,"FAULA FILMS, S.R.L.",1-30-89356-1,,MIRIAM MIENTE,2018-10-09,2018-11-29,1300000.0,1300000.0,100.0,35213925.67,28262149.14,1.0,0,,0,,resolucion-cipac-no-2018-218_validacion-de-inversion-consorcio-energetico-punta-cana-macao-miriam-miente.pdf
877,CIPAC-2018-219,2018,,,249,167,art_34,approved,"TRANSBEL, S.R.L.",1-01-89378-8,"FAULA FILMS, S.R.L.",1-30-89356-1,,MIRIAM MIENTE,2018-10-09,2018-11-29,1637000.0,1637000.0,100.0,35213925.67,28262149.14,1.0,0,,0,,resolucion-cipac-no-2018-219_validacion-de-inversion-transbel-s-r-l-miriam-mienten.pdf
878,CIPAC-2018-220,2018,,,204,130,art_34,approved,"AEROPUERTO INTERNACIONAL DEL CIBAO, S. A.",1-02-61324-9,"DUHO CINEMA, S.R.L.",1-31-29320-4,,UN 4TO. DE JOSUE,2018-10-12,2018-11-29,1765000.0,1765000.0,100.0,24775349.0,23637474.0,1.0,0,,0,,resolucion-cipac-no-2018-220_validacion-de-inversion-aeropuerto-internacional-del-cibao-s-a-un-4to-de-josue.pdf
879,CIPAC-2018-221,2018,,,319,217,art_34,approved,"MOTOR CRÉDITO, S.A. (BANCO DE AHORRO Y CRÉDITO)",1-01-02828-9,"INVERSIONES BASSE TERRE, S.R.L.",1-31-61956-8,,REINADO DE BELLEZA,2018-10-19,2018-11-29,7500000.0,7500000.0,100.0,71206230.0,51543407.47,1.0,0,,1,,resolucion-cipac-no-2018-221_validacion-de-inversion-motor-credito-s-a-banco-de-ahorro-y-credito-reinado-de-belleza.pdf
880,CIPAC-2018-222,2018,,,406,257,art_34,approved,"BANCO MÚLTIPLE BHD, S.A.",1-01-13679-2,"BALSIE GUANABANA MACUTO, S.R.L.",1-30-88641-5,,PAPÁ LIBORIO,2018-10-25,2018-11-29,20000000.0,20000000.0,100.0,48421017.0,22385000.0,0.9,0,,1,validated_amount_dop|set_manual|null|20000000.00|OCR split PRIMERO paragraph across pages losing amount|Resolution PDF PRIMERO section|2026-08-04|JDP,resolucion-cipac-no-2018-222_validacion-de-inversion-banco-multiple-bhd-leon-s-a-papa-liborio.pdf
881,CIPAC-2018-223,2018,,,406,257,art_34,approved,"BANCO MÚLTIPLE ADEMI, S.A.",1-01-74527-4,"BALSIE GUANABANA MACUTO, S.R.L.",1-30-88641-5,,PAPÁ LIBORIO,2018-10-25,2018-11-29,2385000.0,2385000.0,100.0,48421017.0,22385000.0,1.0,0,,0,,resolucion-cipac-no-2018-223_validacion-de-inversion-banco-multiple-ademi-s-a-papa-liborio.pdf
882,CIPAC-2018-224,2018,,,378,244,art_34,approved,"BANCO POPULAR DOMINICANO, S. A. BANCO MÚLTIPLE",1-01-01063-2,"TRONATION FILMS, S.R.L.",1-31-63628-4,,QUE LEÓN,2018-10-30,2018-11-29,50000000.0,50000000.0,100.0,75240090.0,72437410.0,0.9,0,,1,total_budget_executed|set_manual|null|72437410.0|Propagated from sibling resolution CIPAC-2018-225 with same film title|cipac_2018_results.json|2026-08-03|JDP,resolucion-cipac-no-2018-224_validacion-de-inversion-banco-popular-dominicano-s-a-banco-multiple-que-leon.pdf
883,CIPAC-2018-225,2018,,,378,244,art_34,approved,"CERVECERÍA NACIONAL DOMINICANA, S.A.",1-01-00372-3,"TRONATION FILMS, S.R.L.",1-31-63628-4,,QUE LEÓN,2018-10-30,2018-11-29,20000000.0,20000000.0,100.0,75240090.0,72437410.0,1.0,0,,0,,resolucion-cipac-no-2018-225_validacion-de-inversion-cerveceria-nacional-dominicana-s-a-que-leon.pdf
884,CIPAC-2018-226,2018,,,378,244,art_34,approved,"CENTROS DEL CARIBE, S.A.S.",1-01-70451-9,"TRONATION FILMS, S.R.L.",1-31-63628-4,,QUE LEÓN,2018-10-30,2018-11-29,2650000.0,2437410.0,100.0,75240090.0,72437410.0,0.9,0,,1,total_budget_executed|set_manual|null|72437410.0|Propagated from sibling resolution CIPAC-2018-224 with same film title|cipac_2018_results.json|2026-08-03|JDP,resolucion-cipac-no-2018-226_validacion-de-inversion-centros-del-caribe-s-a-s-papa-liborio.pdf
885,CIPAC-2018-227,2018,,,386,245,art_34,approved,"CENTRO CUESTA NACIONAL, S.A.S.",1-01-01992-1,"CACIQUE FILMS, S.R.L.",1-31-09766-9,,ISLA DE PLÁSTICO,2018-11-08,2018-11-29,4600000.0,4455255.0,100.0,38017180.0,34455255.0,1.0,0,,0,,resolucion-cipac-no-2018-227_validacion-de-inversion-centro-cuesta-nacional-s-a-s-isla-de-plastico.pdf
886,CIPAC-2018-228,2018,,,386,245,art_34,approved,"CERVECERÍA NACIONAL DOMINICANA, S.A.",1-01-00372-3,"CACIQUE FILMS, S.R.L.",1-31-09766-9,,ISLA DE PLÁSTICO,2018-11-08,2018-11-29,30000000.0,30000000.0,100.0,38017180.0,34455255.0,1.0,0,,0,,resolucion-cipac-no-2018-228_validacion-de-inversion-cerveceria-nacional-dominicana-s-a-isla-de-plastico.pdf
887,CIPAC-2018-229,2018,,,333,227,art_34,approved,"COSANCA, S.A.S.",1-01-02235-3,"CHIC FILMS, S.R.L.",1-31-61831-6,,A TU LADO,2018-11-29,2018-11-29,1000000.0,1000000.0,100.0,53829657.07,22860000.0,1.0,0,,0,,resolucion-cipac-no-2018-229_validacion-de-inversion-cosanca-s-a-s-a-tu-lado.pdf
888,CIPAC-2018-230,2018,,,333,227,art_34,approved,"COBINCA, S.A.",1-01-19447-2,"CHIC FILMS, S.R.L.",1-31-61831-6,,A TU LADO,2018-11-29,2018-11-29,4000000.0,4000000.0,100.0,53829657.07,22860000.0,1.0,0,,0,,resolucion-cipac-no-2018-230_validacion-de-inversion-cobinca-s-a-a-tu-lado.pdf
889,CIPAC-2018-237,2018,,,342,208,art_34,approved,"IMPLEMENTOS Y MAQUINARIAS (IMCA), S.A.",1-01-01021-5,"GUAYACÁN FILMS, S.R.L.",1-31-46486-6,,LA CASA DE CAOBA,2018-12-20,2018-12-20,1235500.0,1235500.0,100.0,54445205.0,39101667.0,1.0,0,,0,,resolucion-cipac-no-2018-237_validacion-inversion-implementos-y-maquinarias-imca-s-a-la-casa-de-caoba.pdf
890,CIPAC-2018-238,2018,,,342,208,art_34,approved,"AGENCIAS NAVIERAS RANNIK, S.A.S.",1-01-01473-3,"GUAYACÁN FILMS, S.R.L.",1-31-46486-6,,LA CASA DE CAOBA,2018-12-20,2018-12-20,1200000.0,1200000.0,100.0,54445205.0,39101667.0,1.0,0,,0,,resolucion-cipac-no-2018-238_validacion-de-inversion-agencias-navieras-b_r-s-a-s-la-casa-de-caoba.pdf
891,CIPAC-2018-239,2018,,,342,208,art_34,approved,"OSCAR A. RENTA NEGRÓN, S.A.",1-01-01161-2,"GUAYACÁN FILMS, S.R.L.",1-31-46486-6,,LA CASA DE CAOBA,2018-11-19,2018-12-20,4000000.0,4000000.0,100.0,54445205.0,39101667.0,1.0,0,,0,,resolucion-cipac-no-2018-239_validacion-de-inversion-oscar-a-renta-negron-s-a-la-casa-de-caoba.pdf
892,CIPAC-2018-240,2018,,,342,208,art_34,approved,"TRANSPORTE RANNIK, S.A.S.",1-01-51078-1,"GUAYACÁN FILMS, S.R.L.",1-31-46486-6,,LA CASA DE CAOBA,2018-12-20,2018-12-20,1500000.0,1500000.0,100.0,54445205.0,39101667.0,1.0,0,,0,,resolucion-cipac-no-2018-240_validacion-de-inversion-transporte-b_r-s-a-s-la-casa-de-caoba.pdf
893,CIPAC-2018-241,2018,,,342,208,art_34,approved,"BIT DOMINICANA, S.R.L.",1-01-81302-4,"GUAYACÁN FILMS, S.R.L.",1-31-46486-6,,LA CASA DE CAOBA,2018-11-19,2018-12-20,700000.0,700000.0,100.0,54445205.0,39101667.0,1.0,0,,0,,resolucion-cipac-no-2018-241_validacion-de-inversion-bit-dominicana-s-r-l-la-casa-de-caoba.pdf
894,CIPAC-2018-242,2018,,,271,150,art_34,approved,"COBINCA, S.A.",1-01-19447-2,"HELIX, S.R.L.",1-31-39469-8,,ESPAÑOLES POR EL CARIBE,2018-11-06,2018-12-20,5000000.0,5000000.0,100.0,55191344.58,40999930.92,1.0,0,,0,,resolucion-cipac-no-2018-242_validacion-de-inversion-cobinca-s-a-espanoles-por-el-caribe.pdf
895,CIPAC-2018-243,2018,,,237,154,art_34,approved,"PLANETA AZUL, S.A.",1-01-50393-9,"MAMUT FILMS, S.R.L.",1-31-30903-8,,ISLA DE LAS REPÚBLICAS,2018-12-20,2018-12-20,2510000.0,2510000.0,100.0,19854690.57,19853696.22,1.0,0,,0,,resolucion-cipac-no-2019-243_validacion-de-inversion-agua-planeta-azul-s-a-isla-de-las-republicas.pdf
896,CIPAC-2019-001,2019,,,343,228,art_34,approved,"BANCO POPULAR DOMINICANO, S. A. BANCO MÚLTIPLE",1-01-01063-2,"FHALET BUSINESS, S.R.L.",1-31-43509-2,,EL ARENERO,2019-01-17,2019-01-17,5354720.0,5354720.0,100.0,63443186.0,57350247.0,1.0,0,,0,,resolucion-cipac-no-2019-001_validacion-de-inversion-banco-popular-dominicano-s-a-el-arenero.pdf
897,CIPAC-2019-002,2019,,,384,,art_39,approved,,,"FILM002, INC.",1-30-89380-2,,TROPICAL COP TALES,2018-12-11,2019-01-17,93643406.0,23410851.5,25.0,98548751.0,93643406.0,1.0,0,,0,,resolucion-cipac-no-2019-002_validacion-de-inversion-film002-inc-tropical-cop-tales.pdf
898,CIPAC-2019-003,2019,,,385,223,art_34,approved,"UNIQUE REPRESENTACIONES, S.R.L.",1-01-56244-7,"PILÓN PRODUCTIONS, S.R.L.",1-30-99100-6,,MOTEL,2018-12-19,2019-01-17,500000.0,500000.0,100.0,17054162.47,9000000.0,1.0,0,,0,,resolucion-cipac-no-2019-003_validacion-de-inversion-unique-representaciones-s-r-l-motel.pdf
899,CIPAC-2019-004,2019,,,306,143,art_34,approved,"BANCO MÚLTIPLE BHD, S.A.",1-01-13679-2,"F & B FILMS, S.R.L.",1-30-78516-3,,DOMINICANOS EN EL MEDIO ORIENTE,2018-12-11,2019-01-17,3500000.0,3500000.0,100.0,13855529.74,9700000.0,1.0,0,,0,,resolucion-cipac-no-2019-004_validacion-de-inversion-banco-multiple-bhd-leon-s-a-dominicanos-en-el-medio-oriente.pdf
900,CIPAC-2019-005,2019,,,426,218,art_34,approved,"CONSORCIO ENERGÉTICO PUNTA CANA MACAO, S.A.",1-01-58340-1,"MILBO PRODUCTIONS, S.R.L.",1-31-22322-2,,MILVIO,2018-12-10,2019-01-17,4000000.0,4000000.0,100.0,37178810.0,12194415.0,1.0,0,,0,,resolucion-cipac-no-2019-005_validacion-de-inversion-consorcio-energetico-punta-cana-macao-s-a-milvio.pdf
901,CIPAC-2019-006,2019,,,426,218,art_34,approved,"AEROPUERTO INTERNACIONAL DEL CIBAO, S.A.",1-02-61324-9,"MILBO PRODUCTIONS, S.R.L.",1-31-22322-2,,MILVIO,2018-12-10,2019-01-17,8194360.0,8194360.0,100.0,37178810.0,12194415.0,1.0,0,,0,,resolucion-cipac-no-2019-006_validacion-de-inversion-aeropuerto-internacional-del-cibao-s-a-milvio.pdf
902,CIPAC-2019-007,2019,,,349,234,art_34,approved,"SUED & FARGESA, S.R.L.",1-01-02772-1,"CIELO FILMS, S.R.L.",1-31-09573-9,,CULPABLES,2018-12-07,2019-01-17,14990185.15,14990185.15,100.0,51707227.68,39929640.0,1.0,0,,0,,resolucion-cipac-no-2019-007_validacion-de-inversion-sued-_-fargesa-s-r-l-culpables.pdf
903,CIPAC-2019-008,2019,,,349,234,art_34,approved,"BANCO MÚLTIPLE BHD, S.A.",1-01-13679-2,"CIELO FILMS, S.R.L.",1-31-09573-9,,CULPABLES,2018-12-07,2019-01-17,9939705.26,9939705.26,100.0,51707227.68,39929640.0,1.0,0,,0,,resolucion-cipac-no-2019-008_validacion-de-inversion-banco-multiple-bhd-leon-s-a-culpables.pdf
904,CIPAC-2019-009,2019,,,233,165,art_34,approved,"SUED & FARGESA, S.R.L.",1-01-02772-1,"FENUMARTE, S.R.L.",1-31-42980-7,,LO QUE SIENTO POR TI,2018-12-11,2019-01-17,4895147.07,4895147.07,100.0,69121034.0,67991204.0,1.0,0,,0,,resolucion-cipac-no-2019-009_validacion-de-inversion-sued-_-fargesa-s-r-l-lo-que-siento-por-ti.pdf
905,CIPAC-2019-010,2019,,,436,268,art_34,approved,"UNIQUE REPRESENTACIONES, S.R.L.",1-01-56244-7,"PILÓN PRODUCTIONS, S.R.L.",1-30-99100-6,,ATRAVESANDO EL JORDÁN,2019-02-07,2019-02-07,2000000.0,200000.0,100.0,26073164.47,2000000.0,1.0,0,,0,,resolucion-cipac-no-2019-010_validacion-de-inversion-unique-representaciones-s-r-l-atravesando-el-jordan.pdf
906,CIPAC-2019-011,2019,,,436,268,art_34,approved,"BODY SHOP ATHLETIC CLUB, S.R.L.",1-01-63758-7,"PILÓN PRODUCTIONS, S.R.L.",1-30-99100-6,,ATRAVESANDO EL JORDÁN,2019-02-07,2019-02-07,700000.0,700000.0,100.0,26073164.47,9000000.0,1.0,0,,0,,resolucion-cipac-no-2019-011_validacion-de-inversion-body-shop-athletic-club-s-r-l-atravesando-el-jordan.pdf
907,CIPAC-2019-012,2019,,,147,116,art_34,approved,"ALMACENES IBERIA, S.R.L.",1-11-00047-5,"EZARO FILMS, S.R.L.",1-31-13483-1,,SOL Y LUNA,2019-02-07,2019-02-07,6489500.0,6489500.0,100.0,45303399.37,6489500.0,1.0,0,,0,,resolucion-cipac-no-2019-012_validacion-de-inversion-almacenes-iberia-s-r-l-sol-y-luna.pdf
908,CIPAC-2019-013,2019,,,385,223,art_34,approved,"KELNET COMPUTER, S.R.L.",1-30-72141-6,"PILÓN PRODUCTIONS, S.R.L.",1-30-99100-6,,MOTEL,2019-01-11,2019-02-07,100000.0,100000.0,100.0,17054162.47,10200000.0,1.0,0,,0,,resolucion-cipac-no-2019-013_validacion-de-inversion-kelnet-computer-s-r-l-motel.pdf
909,CIPAC-2019-014,2019,,,385,223,art_34,approved,"KHALICCO INVESTMENTS, S.R.L.",1-31-04844-7,"PILÓN PRODUCTIONS, S.R.L.",1-30-99100-6,,MOTEL,2019-01-11,2019-02-07,100000.0,100000.0,100.0,17054162.47,10200000.0,1.0,0,,0,,resolucion-cipac-no-2019-014_validacion-de-inversion-khalisco-investments-s-r-l-motel.pdf
910,CIPAC-2019-015,2019,,,385,223,art_34,approved,"PUNTO MARKET, S.R.L.",1-30-11191-1,"PILÓN PRODUCTIONS, S.R.L.",1-30-99100-6,,MOTEL,2019-01-11,2019-02-07,1000000.0,1000000.0,100.0,17054162.47,10200000.0,1.0,0,,0,,resolucion-cipac-no-2019-015_validacion-de-inversion-punto-market-s-r-l-motel.pdf
911,CIPAC-2019-016,2019,,,377,243,art_34,approved,"CERVECERÍA NACIONAL DOMINICANA, S.A.",1-01-00372-3,"XEPINON INVESTMENT, S.R.L.",1-31-38635-2,,KANIBARÚ: VISA POR UN SUEÑO,2019-01-16,2019-02-07,55000000.0,55000000.0,100.0,61967023.03,55000000.0,1.0,0,,0,,resolucion-cipac-no-2019-016_validacion-de-inversion-cerveceria-nacional-dominicana-s-a-kanibaru_-visa-por-un-sueno.pdf
912,CIPAC-2019-017,2019,,,346,196,art_34,approved,"CERVECERÍA NACIONAL DOMINICANA, S.A.",1-01-00372-3,"PRODUCCIONES LÍNEA ESPIRAL, S.R.L.",1-22-01660-2,,JUANITA,2019-01-16,2019-02-07,30000000.0,30000000.0,100.0,57616641.0,55883789.0,1.0,0,,0,,resolucion-cipac-no-2019-017_validacion-de-inversion-cerveceria-nacional-dominicana-s-a-juanita.pdf
913,CIPAC-2019-018,2019,,,346,196,art_34,approved,"CENTRO CUESTA NACIONAL, S.A.S.",1-01-01992-1,"PRODUCCIONES LÍNEA ESPIRAL, S.R.L.",1-22-01660-2,,JUANITA,2019-01-16,2019-02-07,6000000.0,6000000.0,100.0,57616641.0,55883789.0,1.0,0,,0,,resolucion-cipac-no-2019-018_validacion-de-inversion-centro-cuesta-nacional-s-a-s-juanita.pdf
914,CIPAC-2019-019,2019,,,346,196,art_34,approved,"BANCO MÚLTIPLE BHD, S.A.",1-01-13679-2,"PRODUCCIONES LÍNEA ESPIRAL, S.R.L.",1-22-01660-2,,JUANITA,2019-01-16,2019-02-07,9852800.0,9852800.0,100.0,57616641.0,55883789.0,1.0,0,,0,,resolucion-cipac-no-2019-019_validacion-de-inversion-banco-multiple-bhd-leon-s-a-juanita.pdf
915,CIPAC-2019-020,2019,,,305,182,art_34,approved,"QUALA DOMINICANA, S.A.",1-01-74167-8,"MACARITO FILMS, S.R.L.",1-30-90960-1,,MÁS QUE EL AGUA,2019-01-16,2019-02-07,2000000.0,2000000.0,100.0,40502931.0,37027626.0,1.0,0,,0,,resolucion-cipac-no-2019-020_validacion-de-inversion-quala-dominicana-s-a-mas-que-el-agua.pdf
916,CIPAC-2019-021,2019,,,330,185,art_34,approved,"GULFSTREAM PETROLEUM DOMINICANA, S.R.L.",1-01-00849-2,"XEPINON INVESTMENT, S.R.L.",1-31-38635-2,,MALCRIADOS,2019-01-16,2019-02-07,5000000.0,5000000.0,100.0,54557868.0,54287897.0,1.0,0,,0,,resolucion-cipac-no-2019-021_validacion-de-inversion-gulfsfream-petroleum-dominicana-s-de-r-l-malcriados.pdf
917,CIPAC-2019-022,2019,,,401,190,art_34,approved,"COMPANÍA DOMINICANA DE TELÉFONOS, S.A.",1-01-00157-7,"GUERRA TOONS, S.R.L.",1-31-38978-3,,CAPITÁN AVISPA,2019-01-22,2019-02-07,76773704.56,76773704.56,100.0,129067055.0,76773704.56,1.0,0,,0,,resolucion-cipac-no-2019-022_validacion-de-inversion-compania-dominicana-de-telefonos-s-a-capitan-avispa.pdf
918,CIPAC-2019-023,2019,,,385,250,art_34,approved,"MERCASID, S.A.",1-01-80768-7,"BONTER MEDIA, S.R.L.",1-30-94031-2,,THE PARTY (LA FIESTA),2019-01-09,2019-02-07,30037752.0,30037752.0,100.0,60688102.0,55725854.0,1.0,0,,0,,resolucion-cipac-no-2019-023_validacion-de-inversion-mercasid-s-a-the-party-la-fiesta.pdf
919,CIPAC-2019-024,2019,,,385,250,art_34,approved,"INDUVECA, S.A.",1-22-01122-6,"BONTER MEDIA, S.R.L.",1-30-94031-2,,THE PARTY (LA FIESTA),2019-01-09,2019-02-07,25688102.0,25688102.0,100.0,60688102.0,55725854.0,1.0,0,,0,,resolucion-cipac-no-2019-024_validacion-de-inversion-induveca-s-a-the-party-la-fiesta.pdf
920,CIPAC-2019-026,2019,,,423,237,art_34,approved,"PROPANO Y DERIVADOS, S.A.",1-01-03373-8,"NATURALISTA MEDIA, S.R.L.",1-31-61053-6,,ISLA NATURALISTA,2019-01-25,2019-02-22,7500000.0,7500000.0,100.0,20020125.0,7500000.0,1.0,0,,0,,resolucion-cipac-no-2019-026_validacion-de-inversion-propano-y-derivados-s-a-isla-naturalista.pdf
921,CIPAC-2019-027,2019,,,412,252,art_34,approved,"CERVECERÍA NACIONAL DOMINICANA, S.A.",1-01-00372-3,"TRES TRES NUEVE FILMES, S.R.L.",1-31-31731-6,,SUENA LA CALLE,2019-01-28,2019-02-22,4000000.0,4000000.0,100.0,37842433.0,4000250.0,1.0,0,,0,,resolucion-cipac-no-2019-027_validacion-de-inversion-cerveceria-nacional-dominicana-s-a-suena-la-calle.pdf
922,CIPAC-2019-028,2019,,,400,249,art_34,approved,"BANCO POPULAR DOMINICANO, S. A. BANCO MÚLTIPLE",1-01-01063-2,"INGENIO LATERAL, S.R.L.",1-30-96216-2,,REPÚBLICA DEL ARTE,2019-01-28,2019-02-22,39200000.0,36835814.8,100.0,39243800.0,36855467.0,1.0,0,,0,,resolucion-cipac-no-2019-028_validacion-de-inversion-banco-popular-dominicano-s-a-banco-multiple-republica-del-arte.pdf
923,CIPAC-2019-029,2019,,,335,211,art_34,approved,"BANCO MÚLTIPLE BHD, S.A.",1-01-13679-2,"AGUA DE LUNA FILMS, S.R.L.",1-31-19093-6,,ADOPCIONES,2019-01-28,2019-02-22,5000000.0,5000000.0,100.0,18160993.0,15558314.0,1.0,0,,0,,resolucion-cipac-no-2019-029_validacion-de-inversion-banco-multiple-bhd-leon-s-a-adopciones.pdf
924,CIPAC-2019-030,2019,,,342,208,art_34,approved,"AEROPUERTO INTERNACIONAL DEL CIBAO, S.A.",1-02-61324-9,"GUAYACÁN FILMS, S.R.L.",1-31-46486-6,,LA CASA DE CAOBA,2019-01-28,2019-02-22,4500000.0,4500000.0,100.0,54445205.0,43609775.0,1.0,0,,0,,resolucion-cipac-no-2019-030_validacion-de-inversion-aeropuerto-internacional-del-cibao-s-a-la-casa-de-caoba.pdf
925,CIPAC-2019-031,2019,,,421,251,art_34,approved,"CONSORCIO ENERGÉTICO PUNTA CANA MACAO, S.A.",1-01-58340-1,"YUQUITA FILMS, S.R.L.",1-31-77527-6,,INESPERADAMENTE LUCÍA,2019-01-29,2019-02-22,6000000.0,6000000.0,100.0,62823370.0,32126725.0,1.0,0,,0,,resolucion-cipac-no-2019-031_validacion-de-inversion-consorcio-energetico-punta-cana-macao-s-a-inesperadamente-lucia.pdf
926,CIPAC-2019-032,2019,,,421,251,art_34,approved,"CENTRO AVANZADO DE RADIOTERAPIA SAVIA CARE, S.R.L.",1-30-92079-6,"YUQUITA FILMS, S.R.L.",1-31-77527-6,,INESPERADAMENTE LUCÍA,2019-01-29,2019-02-22,971883.4,971883.4,100.0,62823370.0,32126725.0,0.9,0,,1,total_budget_executed|set_manual|null|32126725.0|Propagated from sibling resolution CIPAC-2019-031 with same film title|cipac_2019_results.json|2026-07-29|JDP,resolucion-cipac-no-2019-032_validacion-de-inversion-centro-avanzado-de-radioterapia-savia-care-s-r-l-inesperadamente-lucia.pdf
